Gene	Papio anubis FC	Papio anubis P-value	Papio anubis Q-value	Gorilla gorilla FC	Gorilla gorilla P-value	Gorilla gorilla Q-value	Mus musculus FC	Mus musculus P-value	Mus musculus Q-value	Saimiri boliviensis boliviensis FC	Saimiri boliviensis boliviensis P-value	Saimiri boliviensis boliviensis Q-value	Pongo abelii FC	Pongo abelii P-value	Pongo abelii Q-value	Pan paniscus FC	Pan paniscus P-value	Pan paniscus Q-value	Pan troglodytes FC	Pan troglodytes P-value	Pan troglodytes Q-value	Homo sapiens FC	Homo sapiens P-value	Homo sapiens Q-value	Macaca nemestrina FC	Macaca nemestrina P-value	Macaca nemestrina Q-value	Macaca mulatta FC	Macaca mulatta P-value	Macaca mulatta Q-value
ENSG00000172673	-0.216129367	0.83872015	1	0.70731285	0.549221982	0.921015393	1.509902787	0.323328788	0.653347878	-1.045052451	0.586783397	0.864211317	0	1	1	-0.321102463	0.666805423	1	-1.361808163	0.241769426	0.513005973	-0.410100592	1	1	-1.651121978	0.242958725	0.5421609	2.175499718	0.195985109	0.533879376
ENSG00000171522	0.899065058	1.24E-05	9.48E-05	0.205064953	0.663131426	1	-0.094474144	0.467581043	0.838028379	1.852787094	0.002961119	0.012841283	3.558807383	0.000896741	0.007381729	-0.183255642	0.82423378	1	1.466971895	1.21E-14	3.86E-13	0.805565911	0.114957548	0.296490851	1.392568194	6.27E-09	1.72E-07	0.075223397	0.696311524	1
ENSG00000093144	-0.42465793	1.11E-06	1.06E-05	-0.134226715	0.333205282	0.669254675	0.00593838	0.947136513	1	-0.469426976	0.001220909	0.005956292	-0.277239194	0.019153868	0.090070887	0.121098062	0.428310669	0.757495027	0.125064571	0.144719394	0.349969332	0.088009481	0.590872103	0.877996996	-0.360786369	0.002513709	0.015018909	-0.282004027	0.000735339	0.007887985
ENSG00000066651	-0.23262921	0.187128749	0.392259804	0.158168629	0.307935884	0.649969808	0.75930333	1.14E-06	1.42E-05	-0.322995756	0.121019537	0.276858798	0.290642815	0.118184833	0.34921878	0.575304952	0.003891058	0.018742317	0.16395123	0.083760758	0.226866102	0.654384139	0.000839228	0.005350964	-0.475411061	0.048665331	0.165393952	0.13418375	0.544290046	0.92435053
ENSG00000132356	-0.436086426	0.001237614	0.005833726	0.361369738	0.149383688	0.397247079	0.287402064	3.93E-05	0.000349392	0.311510901	0.066200761	0.171091085	0.34344199	0.011754273	0.060860749	-0.030132562	0.844276145	1	-0.292139104	0.000254314	0.001558868	-0.185521274	0.306056667	0.583165227	-0.410288131	0.048136011	0.163968935	-0.223291336	0.025708387	0.1316184
ENSG00000111912	0.574071016	0.008569593	0.031532746	2.071436385	2.21E-18	1.38E-16	0.588515088	0.000418157	0.002860755	3.012791015	1.58E-43	1.68E-41	2.528377283	5.55E-14	3.21E-12	1.936986157	5.53E-33	4.37E-31	1.826092703	2.25E-25	1.60E-23	2.705349284	1.03E-27	8.22E-26	1.60368395	1.99E-06	3.16E-05	1.297345902	6.71E-19	1.05E-16
ENSG00000112936	0	1	1	0.268638625	0.596942906	0.966590398	2.449461617	0.224647859	0.513480821	0.270254955	0.390419422	0.658495587	3.244821036	2.42E-05	0.000325684	-0.318146388	0.593260601	0.932262281	-0.180746814	0.806096734	1	2.086520563	0.319254929	0.594037614	-0.226164624	0.88497383	1	0.146232163	0.921410059	1
ENSG00000101577	-0.317432384	0.029481231	0.089734047	0.283919694	0.036008974	0.135817554	-0.023535045	0.786952712	1	-0.760301033	8.43E-09	1.12E-07	0.250315848	0.188192731	0.476676993	0.740742152	2.93E-11	6.01E-10	0.502518424	0.000120316	0.000797087	0.337928598	0.01859131	0.073008968	0.389157735	0.039346322	0.140041224	0.159792438	0.156681012	0.467837736
ENSG00000039537	0	1	1	3.144272885	0.033364236	0.127748574	0.925216337	1	1	0	1	1	-1.156652928	0.247798484	0.565072298	0	1	1	3.547936504	0.007208026	0.0291481	0.859408145	1	1	0	1	1	-0.40448983	0.88609496	1
ENSG00000111906	-0.545292422	9.28E-09	1.29E-07	-0.797505638	2.48E-05	0.000269824	-0.190551152	0.636313326	1	-0.64296748	0.000312284	0.001779669	-0.365811325	0.082023538	0.268754612	-0.597423318	0.021767036	0.079046928	-0.485309582	0.000300148	0.001806888	-0.026596307	0.87362365	1	0.236606428	0.255288856	0.56149554	-0.007162721	0.969780612	1
ENSG00000111907	-1.149480286	5.79E-22	3.22E-20	-2.807138178	1.80E-13	6.99E-12	0.193951983	0.632561926	1	-3.014797587	1.01E-05	7.93E-05	-2.722735381	0.000258371	0.002552416	-2.708329044	9.59E-05	0.000724091	-1.613258182	3.47E-06	3.30E-05	0.096603715	0.763244822	1	-0.636417356	0.08557141	0.256149483	-0.720206174	0.045175827	0.199087422
ENSG00000101605	-1.42278556	0.000294597	0.00162754	-1.012127547	0.153988262	0.406273342	-2.439519404	4.56E-59	5.48E-57	-0.916069454	8.78E-05	0.0005747	-1.804101455	0.000161998	0.001717701	-0.038618275	0.957408059	1	-0.600327042	0.091191295	0.242964368	-1.037447724	0.221670219	0.467195834	-1.22948741	4.06E-05	0.000444099	-0.858188857	4.58E-06	0.000103443
ENSG00000186439	0	1	1	-2.568962954	0.274796822	0.600217052	-0.432730986	0.913194321	1	0	1	1	0	1	1	0	1	1	0.940032844	1	1	2.403384548	0.196953968	0.429626559	0	1	1	0	1	1
ENSG00000151876	-0.413189813	0.019979698	0.065027375	-0.64765401	0.000358774	0.00285372	0.046102176	0.757920695	1	-0.391012931	0.084085156	0.208429594	-0.537689209	0.00691797	0.039700929	-0.188387944	0.231321847	0.492278733	-0.039239677	0.716757594	1	-0.388464144	0.062258897	0.18772793	-0.479747563	0.044566864	0.154024028	-0.105926719	0.296798111	0.679529702
ENSG00000146352	1.219328208	0.291182919	0.538355369	0	1	1	-2.764453302	0.075610466	0.230536757	-1.819596785	0.064349773	0.167384052	0	1	1	0	1	1	0	1	1	0	1	1	-1.453399434	0.54836862	0.90137579	-1.987181868	0.214347054	0.566098756
ENSG00000112964	-1.560120093	2.28E-05	0.000164171	-0.257995711	0.476638945	0.8539411	-0.132019853	0.043137359	0.148468332	1.715300618	1.12E-27	6.75E-26	-0.457102102	0.172434155	0.449752208	-2.314682362	2.32E-17	8.16E-16	-1.297924803	1.88E-05	0.000151004	-0.902904723	0.04682713	0.151219163	-0.984798601	0.03313191	0.122369301	-0.592484927	0.210635574	0.559103065
ENSG00000141433	3.949425549	0.043278742	0.123368031	2.711732985	0.146363128	0.39105403	5.13E-15	1	1	0.953306486	0.838210466	1	1.788743157	0.119053392	0.351099027	0	1	1	2.861617183	0.025862151	0.086824563	4.154956505	0.015709308	0.063644824	-1.459581132	0.54836862	0.90137579	1.241852999	0.412330278	0.805906383
ENSG00000172262	0.144529665	0.191348134	0.399151312	-0.071041559	0.623408074	0.992577072	-0.314936009	7.92E-05	0.000652089	0.335941367	0.028654206	0.086668188	0.237171041	0.044356218	0.172407156	0.059842455	0.625390293	0.967838535	-0.029110193	0.745974928	1	-0.061195089	0.665377918	0.947544326	0.146370188	0.1720379	0.430180118	0.495770793	0.000416728	0.004923139
ENSG00000176105	-0.232197904	0.033975894	0.101340994	0.021415601	0.879732723	1	-0.245413034	0.01392571	0.05864364	0.140753316	0.15036319	0.32769286	0.630801328	0.001411087	0.010751894	0.277963498	0.124425856	0.313900642	0.17964442	0.018593817	0.065762011	-0.023721507	0.884375047	1	-0.159275779	0.373611641	0.715863098	-0.041903258	0.666895924	1
ENSG00000177453	1.041938084	0.000365464	0.001973079	-0.391385881	0.308079691	0.649969808	-0.772587898	0.06172754	0.197774012	0.868378875	0.041891859	0.118129039	2.928157114	0.000612978	0.005396642	0.523508948	0.237150816	0.501385509	0.211057016	0.604459206	0.948330622	1.46546693	0.012973595	0.054703672	2.537311628	1.90E-08	4.76E-07	2.457662544	3.41E-05	0.000590093
ENSG00000112972	0.116124366	0.458484268	0.737013391	0.775240689	0.020640935	0.087121776	-0.254150342	0.038487516	0.135418346	0.034546129	0.916023703	1	-0.707174219	0.000297314	0.002888155	0.581985754	0.028140655	0.097866377	0.531638257	0.148532945	0.356990929	0.705192188	3.63E-05	0.000337863	-0.297997325	0.048325213	0.16453284	-0.317411069	0.000529386	0.005994108
ENSG00000151881	-0.488905499	0.034039888	0.101489471	-0.718961664	6.05E-05	0.000598835	-0.576946296	4.13E-05	0.000364556	-1.313316501	1.12E-06	1.06E-05	0.021360846	0.940194076	1	-0.712402059	7.71E-07	8.61E-06	-0.261380518	0.040080787	0.124277327	-0.594205732	0.003844757	0.020039525	-0.772418182	2.82E-05	0.000321655	-0.539956341	4.34E-05	0.000721846
ENSG00000172244	-0.017428554	0.906642248	1	-0.662007578	0.000409507	0.003192253	-0.418379136	9.74E-05	0.000781329	0.901329218	4.71E-06	3.95E-05	-0.063160776	0.78731587	1	-0.471393704	0.069791414	0.201166864	-0.390947121	0.010867966	0.041567563	-0.584833295	0.035335551	0.121159246	-0.437833294	0.034413167	0.125898005	0.04283167	0.636835258	0.990826555
ENSG00000111897	-0.007023781	0.958310259	1	0.64997372	0.006720394	0.034673619	-0.017350872	0.757951463	1	-0.014031044	0.932590349	1	0.481233882	0.000139768	0.001508256	-0.076243681	0.612006008	0.95372259	-0.051736164	0.628869708	0.971897273	0.108027575	0.623398161	0.906970208	-0.415304603	0.000169699	0.00154544	-0.069449153	0.426886178	0.820513336
ENSG00000070193	1.842632937	2.04E-05	0.00014904	1.922530965	0.396802477	0.755367834	1.212578061	2.15E-05	0.000205013	-1.77700366	0.195130522	0.397873982	2.287490907	0.229953527	0.538074841	2.671650781	0.006691479	0.029470535	-0.761396523	0.503298405	0.853261365	-3.491927726	0.013467685	0.056407383	-0.137086822	0.763493368	1	0.108483318	0.688264844	1
ENSG00000112996	0.333905393	0.005136806	0.020314853	0.147983654	0.285408764	0.616360946	0.825860124	3.06E-10	6.71E-09	0.450002791	0.01800945	0.058996473	0.331505132	0.138986842	0.389980574	0.182312231	0.228670168	0.488414953	0.090364025	0.342053154	0.650479522	0.296507579	0.084090311	0.235500682	0.500728892	0.003903266	0.021620942	0.505433324	0.000268041	0.003401287
ENSG00000164588	-0.482073451	0.860214075	1	0	1	1	-0.108156754	0.826743994	1	-2.229258245	0.255628206	0.489556513	1.422579749	0.423721742	0.796849528	-2.715387981	0.094291712	0.254649376	-0.888637754	1	1	-3.998415933	0.028560988	0.10260915	-0.650923794	0.244955742	0.545158248	0.436836565	0.07971927	0.298267676
ENSG00000146350	-0.412456803	0.029752398	0.090430908	0.63653285	0.010609935	0.050463548	0.078188962	0.582659606	0.959177168	-0.583293197	0.007784837	0.029454696	-0.001479532	0.99510104	1	-0.13987738	0.438110419	0.769519929	0.035706385	0.75763948	1	0.062843205	0.813458777	1	-1.110385111	7.97E-08	1.74E-06	-0.169475087	0.398851266	0.795740569
ENSG00000111885	-0.313955316	0.07354665	0.190483156	0.502821765	0.230976979	0.532608073	-0.509791122	0.024349528	0.093072728	-0.706387856	2.39E-05	0.000175426	0.729042482	0.001533621	0.011526186	0.608315913	0.000466729	0.002988348	0.139124684	0.488740528	0.840633708	0.301265637	0.370459617	0.655658945	-0.705689689	0.008882539	0.042820079	-0.046444341	0.789456137	1
ENSG00000151883	0.782760465	1.26E-12	2.90E-11	1.912655711	9.57E-26	9.38E-24	0.578314793	9.67E-10	1.97E-08	1.686792159	2.37E-30	1.57E-28	1.356545156	1.22E-05	0.000176331	3.084663183	1.25E-24	6.93E-23	1.931565312	1.96E-07	2.41E-06	2.392808316	2.25E-14	7.84E-13	0.784652552	2.87E-08	6.85E-07	0.403846405	0.000359702	0.004351924
ENSG00000111879	-2.14680945	2.17E-17	8.20E-16	-1.406999142	0.009830239	0.047402207	-0.683968464	0.237216378	0.534577651	-1.464817748	0.018365794	0.059960104	-0.205438925	0.525519131	0.911456549	-0.699153444	0.365601276	0.682399471	0.20966356	0.599297714	0.943273326	-0.754337574	0.422956689	0.715875846	-2.595412313	2.70E-13	1.28E-11	-0.292494044	0.604207105	0.973627824
ENSG00000111877	-0.384463489	0.105407563	0.253562959	0.04755188	0.792034439	1	0.242490806	0.102380869	0.291050367	0.326377307	0.084579795	0.20935969	0.108591211	0.739451315	1	0.391905772	0.063606994	0.186432765	0.274465954	0.019852804	0.069580627	0.106895559	0.572050556	0.86054364	-0.071400708	0.746093675	1	0.013650252	0.941139232	1
ENSG00000016082	0.601256785	0.887258018	1	0	1	1	0.796246295	0.565615757	0.940935731	0	1	1	2.057448934	0.349716997	0.701084414	1.097265832	0.513068407	0.862013949	0.973155275	0.32142871	0.620701342	0.578785547	0.590057739	0.877387833	-1.85548714	0.2302715	0.521932056	0	1	1
ENSG00000111875	-0.34089641	0.007757092	0.028966031	-0.082135999	0.661862813	1	0.238353062	0.071140667	0.220140265	-0.341787504	0.075459637	0.190675982	0.24183541	0.172445452	0.449752208	0.533934194	0.001252138	0.007050189	-0.089050673	0.405606945	0.739235534	-0.419633016	0.033243022	0.115593722	-0.394284911	0.019812141	0.081450349	-0.022413246	0.908072949	1
ENSG00000213949	-0.770931467	0.001088493	0.005233227	1.343084404	0.000677925	0.004907188	-1.842906443	7.13E-32	5.21E-30	-0.464234449	0.315827938	0.563179183	1.011798829	0.038652209	0.155508787	0.575829176	0.011340855	0.045971121	0.023224421	0.929122444	1	1.217818068	9.85E-08	1.50E-06	-0.294578136	0.186297934	0.454716903	-0.355695285	0.361990606	0.752733889
ENSG00000111860	0.396558977	0.152376785	0.335191369	-0.041041936	0.858107828	1	0.179536816	0.303480583	0.624926068	-0.146011426	0.369458872	0.633337325	0.402875908	0.12092398	0.355279531	-0.250494019	0.407396422	0.732895359	-0.278746444	0.008041497	0.032042726	-0.479508258	0.040841353	0.135603901	0.15246825	0.362458327	0.70021579	0.040924782	0.823869763	1
ENSG00000127804	-0.05416104	0.707648034	0.983525614	-0.043228718	0.723895986	1	-0.182768107	0.035089208	0.125612789	0.302931242	0.036470882	0.105638474	-0.179669767	0.370015757	0.727472885	-0.147503997	0.297735162	0.586765107	-0.19613661	0.026514778	0.088638326	-0.66062308	3.27E-06	3.84E-05	-0.14512527	0.494820041	0.861187847	0.311632381	0.10895621	0.370960126
ENSG00000164171	1.738478837	8.66E-27	6.55E-25	4.363447266	1.89E-48	3.90E-46	0.865501984	3.25E-06	3.70E-05	-0.094944138	0.831117386	1	3.296267249	2.62E-45	7.42E-43	4.29282104	3.54E-62	6.00E-60	3.457504749	6.77E-24	4.36E-22	2.417741753	2.00E-09	4.00E-08	0.294890199	0.141375976	0.373139578	0.776624293	0.019708105	0.107088977
ENSG00000164465	0.059696861	0.623396997	0.903758688	0.889711092	2.98E-07	4.87E-06	0.218283123	0.171514538	0.422070357	1.430025846	5.47E-12	1.10E-10	-0.10817037	0.475616734	0.856849727	1.614107901	7.32E-30	5.19E-28	0.459143228	8.50E-10	1.53E-08	0.947981904	9.32E-07	1.20E-05	0.459229428	0.000374738	0.003028092	0.431525491	0.011295414	0.070423317
ENSG00000134363	2.146938737	1.34E-23	8.26E-22	0.770156618	5.15E-05	0.000517643	-0.878104208	0.033972885	0.122496246	0.835120804	0.099773142	0.238829979	2.521219682	4.49E-11	1.79E-09	0.804930035	0.000123518	0.000906348	1.008061872	2.22E-08	3.21E-07	1.338831417	3.39E-10	7.47E-09	-0.165307094	0.31706621	0.64819166	-0.426126388	0.176562199	0.505643215
ENSG00000158270	-1.003477492	0.000155861	0.000916991	-1.33532472	7.02E-10	1.72E-08	-0.121850385	0.3549834	0.697764302	-0.551148379	0.047698126	0.131092869	0.493125218	0.25697052	0.578006498	-0.481468229	0.404976502	0.730269392	-1.503759834	5.79E-18	2.54E-16	-1.318935799	1.79E-07	2.61E-06	-0.670434008	0.30729459	0.638203695	-1.100995128	9.91E-07	2.81E-05
ENSG00000185305	0.53384751	0.004109955	0.016755068	-0.064417773	0.872793524	1	-0.060701886	0.487269801	0.855596037	-0.660726981	0.04233338	0.119112816	-0.276624762	0.263761822	0.587899381	-0.046001093	0.854269303	1	-0.014334864	0.921766472	1	0.492254101	0.022539398	0.084892222	0.213185248	0.410775357	0.762221367	0.036768623	0.904060213	1
ENSG00000047936	0.167973989	0.784714852	1	0.265271502	0.919198543	1	5.13E-15	1	1	3.160159545	0.08308406	0.206505491	0.633062501	0.473981087	0.85511187	1.407965402	0.021593222	0.078537784	1.26511671	2.85E-05	0.000217336	1.447117211	0.049652831	0.157962229	1.4481176	0.260032967	0.568752261	-0.188912375	0.078321129	0.294243015
ENSG00000178996	-0.551203393	2.65E-08	3.39E-07	-0.326990251	0.045167555	0.162406651	0.204001073	0.036590395	0.130088561	-1.414366665	2.37E-09	3.44E-08	-0.427674668	0.079786972	0.263633361	-0.178013562	0.295536266	0.58336096	-0.241393652	0.083079971	0.225395803	-0.790939719	4.19E-05	0.000383731	-0.162295737	0.353329239	0.687916057	-0.202783956	0.089990254	0.324145339
ENSG00000170162	0	1	1	-0.101316325	0.956081469	1	-1.241151067	0.280592771	0.592650311	0	1	1	0	1	1	0.107716672	1	1	0.783334915	0.699666254	1	0.953078027	1	1	0	1	1	0	1	1
ENSG00000185002	0	1	1	1.530242	0.554241098	0.921015393	5.13E-15	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0.859408145	1	1	-0.694382471	0.782935154	1	0	1	1
ENSG00000101557	-0.266433538	0.006471883	0.024846971	0.054824858	0.779748591	1	-0.136239731	0.045155661	0.154239104	-0.157561941	0.070780636	0.180987081	0.103642581	0.501352221	0.885147787	-0.185034547	0.148383726	0.359464319	-0.221365767	0.002425707	0.011394349	0.058909053	0.806716092	1	-0.578816401	0.000256527	0.002198024	-0.3422412	0.000212661	0.002807545
ENSG00000067900	-0.604234598	4.17E-07	4.29E-06	-0.292529242	0.029207304	0.115187066	-0.287791853	4.41E-05	0.000386433	-0.913939188	3.34E-10	5.42E-09	-0.136195973	0.396158049	0.761822593	-0.385065745	0.005663662	0.02560349	-0.441378963	3.54E-06	3.35E-05	-0.44155228	0.029078003	0.104124829	-0.258437722	0.039865389	0.14133415	-0.2235916	0.01299059	0.07854064
ENSG00000051341	-1.266575301	4.23E-16	1.44E-14	-0.993557473	1.57E-05	0.000180079	0.324763518	0.003274406	0.017249089	0.300771998	0.151237308	0.329114363	-0.68805617	0.024241231	0.108584951	-1.763853937	0.000344937	0.002289781	-1.423974261	4.25E-06	3.95E-05	-0.396461734	0.068243561	0.20097501	-1.359928275	5.37E-05	0.00056775	-0.774015828	4.47E-05	0.000739867
ENSG00000173612	0	1	1	0	1	1	-0.964461824	0.941176471	1	0	1	1	1.137976602	0.593597878	0.968704954	0	1	1	0	1	1	0	1	1	-1.545478951	0.585417901	0.939045059	0	1	1
ENSG00000171617	0.021373869	0.937446133	1	0.162748749	0.592102684	0.962015734	1.134399928	2.81E-13	8.38E-12	0.500348909	0.016240602	0.054158743	0.947898392	0.025389032	0.112441867	0.705209538	0.000200855	0.001406588	0.996957428	0.000297923	0.001798229	1.357088148	1.31E-06	1.64E-05	-0.484572463	0.01568613	0.067688816	0.002177066	0.989543322	1
ENSG00000157869	0.019334858	0.878629169	1	-0.700741679	0.001623736	0.010466353	-0.162845042	0.224553169	0.513318267	-0.185109637	0.097270656	0.234483075	0.127426679	0.483672525	0.865910512	-0.048012573	0.78243379	1	-0.245664044	0.007678212	0.030793614	-0.538865671	0.001846612	0.010647334	-0.299980506	0.035256788	0.12830937	-0.139385688	0.326887421	0.709703649
ENSG00000002587	2.582972115	0.277133623	0.51894952	-0.079858339	1	1	-0.453036764	0.359234432	0.70379568	-0.414765903	0.806667738	1	0.862133104	0.11144376	0.335301499	-2.648618	0.055791765	0.168561557	0	1	1	-1.502329762	0.26552566	0.528957184	3.488276015	0.051007346	0.171592593	0.298212746	0.602253185	0.971713217
ENSG00000141449	-0.967136936	2.12E-09	3.24E-08	-1.529095754	0.005996611	0.031469586	0.107563721	0.794141906	1	-0.535941442	0.369493297	0.633337325	0.457303334	0.389046587	0.752767119	-1.154708165	0.000998512	0.005794343	-0.577956422	0.114920921	0.292428363	-1.094197777	0.485465963	0.783223964	-1.045703609	1.48E-07	3.03E-06	-0.785638003	0.121817997	0.399963582
ENSG00000141446	0.091089932	0.553587924	0.8365796	0.660323117	0.001098217	0.007459406	-0.017756846	0.900736299	1	0.29765809	0.023254847	0.073076375	0.522494068	0.008476908	0.046702013	0.443349706	0.042530641	0.13605406	0.393604782	0.003405758	0.015270504	0.660803767	0.001003545	0.006270801	0.134918118	0.467682167	0.831576677	0.211424307	0.107838799	0.368376654
ENSG00000158201	0.183209353	0.41309355	0.684031725	0.234349362	0.370561066	0.720334232	0.031690248	0.923788969	1	0.526408532	0.087733427	0.215726015	1.228147069	0.0271878	0.118528808	0.248695504	0.33458932	0.639238759	-0.03974614	0.805714965	1	0.033591515	0.899440725	1	-0.032699507	0.908211331	1	0.293324673	0.276400232	0.650218735
ENSG00000164347	-0.543109131	0.000169569	0.000988569	-0.035145651	0.8272891	1	0.310370872	0.004114788	0.02074158	-0.21766983	0.283149926	0.527439494	-0.231550906	0.053156388	0.196707576	0.475236188	0.001116751	0.006376671	0.072537093	0.440039701	0.781609457	0.029115966	0.867198751	1	-0.808754193	2.42E-08	5.92E-07	-0.233798933	0.065343949	0.259881947
ENSG00000153975	0.243901929	0.097588101	0.238993773	0.519256526	0.01027953	0.049109499	0.602408005	8.64E-08	1.33E-06	0.668126041	1.05E-06	9.95E-06	0.149439697	0.436556385	0.812943216	0.72337708	1.83E-05	0.000161801	0.221780086	0.224578778	0.485215728	0.847655554	3.66E-06	4.25E-05	-0.487959212	0.018335418	0.076510031	0.073443892	0.579620057	0.953887997
ENSG00000198780	-1.483348694	0.055253658	0.15053143	1.576182657	0.310959618	0.653620626	-0.857406002	0.77690358	1	-0.622328182	1.57E-06	1.45E-05	0.778925906	0.381400594	0.742249668	0.935211373	0.301193454	0.591750593	0.687409134	0.338296714	0.645390346	1.131109337	0.079908586	0.226526469	-0.18295924	0.867186608	1	0.428915094	0.757270323	1
ENSG00000113161	0.28573756	0.013389823	0.046279913	0.63596229	0.001818728	0.011502368	-0.167096381	0.032955032	0.119564942	0.101066927	0.315960879	0.563308269	-0.293919912	0.044902288	0.173829057	0.734212008	0.000415911	0.002691264	0.611649603	0.002117259	0.010096814	0.457918854	0.003318548	0.017723513	-0.041454531	0.676186568	1	-0.08301697	0.30192502	0.684174882
ENSG00000144840	-0.523366634	0.003981246	0.016320441	-0.187771808	0.382226595	0.73628227	0.008755884	0.958299862	1	-0.380019354	0.000720554	0.003750578	-0.367647593	0.066999514	0.232610266	0.072690453	0.724189345	1	0.081531281	0.369546292	0.689932341	-0.30589465	0.222852125	0.46883423	-0.196467768	0.189322545	0.459839997	-0.169442248	0.199699657	0.541264105
ENSG00000113163	0.30646326	0.030113118	0.091423512	0.320064432	0.159291955	0.416228211	-0.101931274	0.277277678	0.588097663	0.358825852	0.026478095	0.081116769	-0.141367405	0.421300044	0.794222255	-0.32774739	0.115846971	0.297431548	-0.399043321	0.042452104	0.130423627	0.008098091	0.967985299	1	0.001692753	0.992296768	1	0.017138762	0.851926552	1
ENSG00000111832	-0.892640727	1.44E-08	1.92E-07	-0.504075034	0.000194056	0.001670311	-0.027370436	0.82745205	1	-0.183834996	0.19640592	0.399967072	-0.514615582	0.000171927	0.001805143	-0.610919847	4.64E-06	4.59E-05	-0.301788942	6.18E-05	0.000437802	-0.404889645	0.016045937	0.06470263	-0.52151603	7.05E-05	0.000717945	-0.423652664	0.000897018	0.009289718
ENSG00000164451	2.955482609	0.129812986	0.298141148	-2.280370075	0.209988003	0.498936325	0.117767087	0.9271895	1	-0.242409386	1	1	0	1	1	0	1	1	0	1	1	-1.523975976	0.546169953	0.83422284	0	1	1	0	1	1
ENSG00000122008	0.768143078	0.005854164	0.022789956	0.939189425	1.44E-05	0.000166589	0.005431474	0.959869529	1	0.848853546	1.77E-11	3.33E-10	0.537344647	0.002523743	0.017437856	0.833928056	8.18E-07	9.10E-06	0.586944817	1.95E-07	2.40E-06	0.747301453	0.002579369	0.014226967	0.332846195	0.040456727	0.143017477	0.11351474	0.369021908	0.762065919
ENSG00000071127	-0.325037578	0.007859687	0.029287863	-0.628105304	0.002766378	0.016564344	-0.155388136	0.019000245	0.075666121	0.207220722	0.026782582	0.08184156	-0.944246009	5.57E-10	1.90E-08	-1.10356021	6.45E-11	1.28E-09	-0.528474703	1.26E-05	0.000105244	-0.393294765	0.1093009	0.286248348	0.005508583	0.965100086	1	-0.177108824	0.065591753	0.260610352
ENSG00000113924	-1.214404629	0.273339134	0.51487564	0	1	1	1.001764239	0.549333201	0.922517142	-0.257097732	0.504854704	0.794202052	0.172080818	1	1	0	1	1	0.046539178	1	1	-3.624621505	0.112282872	0.291885096	-0.274706093	0.273388472	0.587100024	-0.745304187	0.607258688	0.975848065
ENSG00000122012	-0.131622162	0.957545966	1	-1.942777973	0.331361648	0.666882776	-1.922307447	7.94E-05	0.000653372	0.292716977	0.758331202	1	1.66169429	0.566477998	0.941171242	3.112016407	0.004373809	0.02068853	-1.83172227	0.276273225	0.557321543	1.331761905	0.22541994	0.472621438	1.06737017	1	1	0	1	1
ENSG00000109667	1.275552508	0.499475859	0.784618513	0.03472281	1	1	0.607557105	0.00262613	0.014221989	1.278520443	0.219743424	0.436162199	1.475473714	2.35E-05	0.0003169	0.334281675	0.371706373	0.690910112	0.119905304	0.794342043	1	0.727039534	0.079429	0.225621419	-0.529212598	0.778398929	1	0.529752814	0.624090608	0.985834252
ENSG00000175697	-0.214199602	0.845318714	1	0.053811405	1	1	2.080092472	0.002019397	0.01132485	-0.400793069	0.210235042	0.421154666	0.699640841	0.471345748	0.852264674	-1.645873346	0.164387745	0.387607836	0.444545172	0.300997438	0.592455636	-0.048875709	0.911136243	1	-0.177594211	0.480441923	0.846138663	-0.162266436	0.562882256	0.939824643
ENSG00000101752	-0.358150014	0.025533875	0.079731708	-0.592932728	0.002268865	0.013963867	-0.081628755	0.253592045	0.557969119	0.081513539	0.657406989	0.935928967	-0.25970029	0.114293158	0.341006363	-0.648961613	3.07E-07	3.70E-06	-0.607512079	3.29E-11	7.16E-10	-1.161187314	5.86E-07	7.83E-06	-0.38479437	0.001060651	0.007316668	-0.225273708	0.013089884	0.07894576
ENSG00000141448	0.131582716	0.587936769	0.866869805	0.294598894	0.166038794	0.429159944	-0.213631149	0.486144937	0.855596037	1.159734778	0.005906449	0.023437422	-1.204895456	2.25E-05	0.000305805	-1.137288772	0.006474919	0.028709162	0.342525417	0.035155395	0.111387093	0.651770441	0.146646231	0.352000979	-0.380336306	0.010980242	0.050852777	-0.448233622	0.009598157	0.062233679
ENSG00000082701	0.075579937	0.527705975	0.815272235	-0.094444189	0.456181128	0.830044528	-0.42081513	2.75E-08	4.58E-07	-0.254606484	0.010576416	0.037954258	-0.454541722	0.000131515	0.00143018	-0.622119771	0.000403554	0.002623415	-0.658305409	7.78E-15	2.53E-13	-0.492996967	0.004470951	0.02262235	-0.339652415	0.012074043	0.054775567	0.005557851	0.958706877	1
ENSG00000145703	6.02111146	1.95E-15	6.21E-14	3.561549847	1.29E-06	1.88E-05	-0.314950603	0.263407286	0.573423679	0.140506592	0.85971324	1	0.818757414	0.280578731	0.616155123	-0.473996614	0.409972434	0.736081301	-0.529326988	0.038150178	0.119338639	1.794123298	0.024785306	0.091445712	0.190716021	0.773381707	1	0.36319041	0.787254548	1
ENSG00000111816	-1.393941295	0.162310522	0.351911031	1.349529711	0.021691112	0.090663785	-0.192083066	0.266611392	0.57779953	-2.050616302	4.10E-05	0.000287571	0.291314952	0.184725274	0.471584866	0.261606954	0.881427527	1	0.566455108	0.790543956	1	-0.189927383	0.553407011	0.842273073	-1.557081452	0.035443931	0.128900502	-0.434331129	0.806641101	1
