Gene	Papio anubis FC	Papio anubis P-value	Papio anubis Q-value	Gorilla gorilla FC	Gorilla gorilla P-value	Gorilla gorilla Q-value	Mus musculus FC	Mus musculus P-value	Mus musculus Q-value	Saimiri boliviensis boliviensis FC	Saimiri boliviensis boliviensis P-value	Saimiri boliviensis boliviensis Q-value	Pongo abelii FC	Pongo abelii P-value	Pongo abelii Q-value	Pan paniscus FC	Pan paniscus P-value	Pan paniscus Q-value	Pan troglodytes FC	Pan troglodytes P-value	Pan troglodytes Q-value	Homo sapiens FC	Homo sapiens P-value	Homo sapiens Q-value	Macaca nemestrina FC	Macaca nemestrina P-value	Macaca nemestrina Q-value	Macaca mulatta FC	Macaca mulatta P-value	Macaca mulatta Q-value
ENSG00000092068	1.627865881	9.13E-13	2.15E-11	-0.708945827	0.164124586	0.425563095	-1.463239083	0.03110769	0.114021385	-2.693359084	1.60E-11	3.03E-10	1.912411906	1.87E-08	4.83E-07	-1.430192873	2.99E-05	0.000252612	-0.301184452	0.392482175	0.721912216	-0.81409865	0.024622937	0.091010603	0.468468448	0.000246544	0.002132629	0.371989226	3.61E-05	0.000620161
ENSG00000174327	-0.118479944	0.678383658	0.959095681	1.709972132	1.87E-07	3.18E-06	1.192430962	8.27E-05	0.000677102	2.496691217	2.60E-12	5.49E-11	0.729063264	0.056252992	0.205451843	0.503504555	0.079064438	0.222222881	0.82047728	4.01E-06	3.75E-05	0.23477574	0.588277586	0.875817101	0.535959933	0.083066939	0.250594075	-0.210728993	0.462385287	0.859367458
ENSG00000005471	0.371613949	0.049382297	0.137170201	-1.223949241	0.074654503	0.237787596	-0.892439114	0.380593097	0.72802137	0.129964724	0.79148194	1	-0.618604532	0.369550434	0.726943306	-2.142000706	0.000481573	0.003064289	-0.812540878	0.100594748	0.263055037	0.002574768	1	1	0.323521954	0.078448424	0.239741766	0.348096339	0.086694363	0.31622773
ENSG00000135535	1.010987761	2.39E-11	4.68E-10	0.725631987	0.003303363	0.019186117	0.467927553	4.68E-06	5.14E-05	1.798477572	4.59E-62	7.70E-60	0.959525447	2.41E-06	4.10E-05	1.036848453	1.26E-08	1.86E-07	1.113582732	6.34E-20	3.20E-18	1.49711658	3.92E-11	9.79E-10	0.771468056	1.83E-08	4.60E-07	0.597303571	1.05E-06	2.95E-05
ENSG00000165383	3.804330594	0.020124719	0.065409919	0	1	1	0.364405258	0.950087729	1	0	1	1	1.937022925	0.349716997	0.701084414	0	1	1	0	1	1	1.030644748	1	1	2.498772052	0.263665219	0.573629941	0.60411418	0.921967299	1
ENSG00000028277	4.304976652	1.12E-15	3.67E-14	2.132770603	7.37E-05	0.000712065	0.002326756	1	1	2.565463726	0.000693731	0.003630556	1.541840026	0.095584154	0.30002477	4.123432073	1.15E-10	2.20E-09	3.290075195	1.41E-16	5.46E-15	2.633282143	3.87E-11	9.70E-10	1.222132419	0.118316118	0.328832754	2.412875628	0.002118273	0.018835694
ENSG00000189334	0.37284803	0.647776147	0.928438409	-0.121389024	0.92062763	1	-1.359560655	0.09901055	0.283765957	-0.14217169	0.882434287	1	0.615521997	0.875585513	1	-0.89400659	0.268558624	0.551541783	1.301174681	0.133022317	0.328420536	-2.654304852	0.128721929	0.32061687	0.095273317	1	1	1.905124002	0.068313821	0.267793159
ENSG00000204186	-0.486831018	0.014228416	0.0487068	0.475786902	0.034034758	0.129806984	-0.803017904	0.129965818	0.349788118	-0.520759521	0.013600534	0.046861944	0.447578901	0.037734261	0.153053824	-0.184532823	0.365137813	0.681715927	0.151180052	0.349791309	0.661964426	-0.2858493	0.199723042	0.43379378	-0.93802833	9.24E-07	1.60E-05	-0.217020268	0.058681928	0.240937678
ENSG00000141349	0.099402926	0.507797219	0.7936161	-0.154811642	0.230071955	0.531021996	-0.047890809	0.704191038	1	0.188425071	0.123714022	0.281679446	-0.060814002	0.763301527	1	-0.193210287	0.180176901	0.409996755	0.052969928	0.612219515	0.956526031	0.079231869	0.744535551	1	-0.088869863	0.638610839	0.988572232	-0.3291158	0.005860074	0.04260651
ENSG00000104866	0.180684947	0.077951358	0.199956902	-0.247451497	0.355999105	0.70013349	0.043201535	0.53799956	0.910010752	0.089002048	0.481105076	0.767610772	-0.252612873	0.238319668	0.550134499	-0.335603502	0.122096468	0.309647004	-0.193535586	0.029333813	0.096275511	-0.37311328	0.238139015	0.490402183	0.369659085	0.029438934	0.111553561	0.303008882	0.004695239	0.0357521
ENSG00000068489	-1.886816591	5.29E-23	3.11E-21	-1.021031907	2.26E-06	3.12E-05	0.032077503	0.828531022	1	0.387864677	0.301116232	0.543525509	-1.116312119	0.001708165	0.012645916	-1.977572263	1.89E-07	2.37E-06	-1.357538555	2.26E-05	0.000177444	-1.7399753	9.56E-18	4.27E-16	-1.399493406	0.000217986	0.001919824	-0.652430141	1.08E-06	3.00E-05
ENSG00000185085	0.37701496	0.007350735	0.027641396	-0.394246527	0.075156506	0.239067571	-0.015321058	0.846468394	1	0.30716762	0.010475993	0.037656948	0.108273714	0.572253354	0.94643369	0.176860606	0.32327954	0.623343521	0.081555862	0.40900165	0.74368665	0.224240993	0.303175002	0.579411571	0.42640665	0.003846354	0.021361109	0.240573811	0.075637211	0.287234632
ENSG00000013275	0.021674363	0.847713119	1	0.124886202	0.510365305	0.891220696	0.360180217	1.64E-07	2.40E-06	0.515990117	2.41E-07	2.55E-06	0.12974052	0.367247831	0.724114668	0.268131948	0.035951719	0.119592639	0.338669934	0.000682353	0.003729872	0.341414008	0.048996499	0.15645527	0.315552297	0.016070966	0.068992722	0.170216935	0.036501318	0.171175311
ENSG00000149115	0.504498589	4.13E-06	3.49E-05	0.073409629	0.697386118	1	0.125329607	0.047191018	0.159633146	0.140160631	0.297568488	0.538634156	-0.215885	0.247100548	0.563738299	0.166472421	0.2596885	0.537418731	0.20229506	0.003365456	0.0151135	-0.182392232	0.515027978	0.814560269	0.363409736	0.016545936	0.070738273	0.19630533	0.039714075	0.181853539
ENSG00000206069	0	1	1	0	1	1	5.13E-15	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000104973	0.851535535	2.74E-07	2.90E-06	0.341584291	0.0192269	0.08197474	-0.044282524	0.590504599	0.966102791	0.483590619	0.000755556	0.003908504	0.975478612	6.16E-06	9.51E-05	0.700904275	9.86E-07	1.09E-05	0.424872395	8.02E-07	8.68E-06	1.238317886	6.81E-15	2.45E-13	1.108929468	1.97E-12	8.57E-11	0.639705122	0.000180517	0.002438394
ENSG00000079432	0.572095181	8.62E-06	6.82E-05	-0.008939197	0.961366072	1	0.382105177	0.000439875	0.002994283	0.01570039	0.902600212	1	-0.07233421	0.704551702	1	-0.156708235	0.431925709	0.761800906	-0.21180411	0.032960524	0.105788158	-0.300407804	0.373493358	0.659074441	0.450829205	0.000185657	0.001671075	0.372079053	0.00102822	0.010413504
ENSG00000160741	0.656803866	1.01E-06	9.75E-06	0.496007613	0.004281057	0.023765951	0.321630055	0.007586622	0.034979099	0.680335409	3.66E-09	5.15E-08	0.475603745	0.088688268	0.284242972	0.731311573	3.03E-09	4.88E-08	0.248882934	0.014407455	0.052792717	0.30714637	0.10853338	0.284844098	0.823404698	5.56E-07	1.02E-05	0.598287472	0.00095472	0.009793261
ENSG00000039650	0.305458307	0.029470594	0.08971442	0.397699515	0.084688659	0.262093221	0.325026817	0.007394094	0.034236401	0.58939785	0.010237334	0.036892791	-0.336321646	0.12318191	0.359181966	-0.297595508	0.084658616	0.234228483	-0.122097948	0.253868049	0.53157762	-0.300096338	0.345166856	0.625906801	0.625289065	1.88E-05	0.000228025	0.408441637	0.00458369	0.035051172
ENSG00000143224	-0.262519987	0.096259608	0.236307685	-0.467381835	0.111579175	0.320530529	-0.017481376	0.891358716	1	-0.360971071	0.098311686	0.236179236	0.087525976	0.693900157	1	-0.268215669	0.240745866	0.507201519	-0.317027444	0.009207312	0.03610946	-0.625987233	0.020350577	0.078401851	-0.383254536	0.014613589	0.064038494	-0.059708909	0.612018185	0.979397378
ENSG00000108840	0.208735746	0.103647719	0.250031591	-0.877602641	4.44E-05	0.000453877	0.273643543	0.052741944	0.174582323	-1.326877922	3.44E-14	8.70E-13	-0.119737792	0.498111066	0.881430849	-0.867090537	2.14E-06	2.24E-05	-0.895371141	5.13E-08	7.03E-07	-0.874142692	0.001455457	0.008652809	0.028456538	0.827497174	1	0.001208417	0.993559123	1
ENSG00000105605	3.065298027	0.147587154	0.327582305	1.66243647	0.351571002	0.694287288	-0.274058895	0.073807987	0.226531745	-1.558788785	0.386255709	0.653415909	-0.988906227	0.202896013	0.500550479	0.431964645	1	1	-0.004220744	1	1	-0.66233322	0.740483972	1	-1.686423155	0.258304873	0.566758315	4.033751101	0.017761287	0.099183659
ENSG00000084093	0.380470453	0.002097445	0.009274395	0.456377954	0.025908106	0.104512514	0.031876254	0.68454427	1	-0.172881587	0.164534858	0.351779905	0.534233278	0.003247711	0.021458467	0.108141785	0.479364588	0.820463684	0.13179528	0.152924306	0.361506296	0.089265168	0.668091588	0.949966835	-0.095302204	0.382051572	0.727093314	0.124728525	0.251497615	0.622310915
ENSG00000129354	-2.39373035	0.146422865	0.325571613	0	1	1	0.014871036	1	1	0	1	1	0	1	1	-3.189659609	0.000552237	0.003455386	-2.140077033	0.023800384	0.081153315	-1.76919291	0.243846216	0.498875781	-0.249954553	0.816589896	1	0.115877333	1	1
ENSG00000141837	0.7487127	0.087186479	0.218593842	0.844155502	1.23E-05	0.000144998	-0.377736169	0.008323074	0.037743285	-0.37833909	0.292018419	0.537431591	0.809276452	0.136728511	0.385707572	1.016830712	1.50E-06	1.61E-05	0.417856607	0.042794962	0.131283029	0.832899394	0.007345177	0.034268214	-0.114594996	0.813933672	1	0.392867914	0.394647502	0.790614405
ENSG00000257057	3.194187762	0.00118334	0.005622438	4.245100969	0.001669201	0.010711304	1.993749168	0.110434564	0.309023782	0	1	1	0.557230531	0.862512151	1	2.678413245	0.083137219	0.230991638	1.805370406	0.158607656	0.372015701	0.953078027	1	1	1.060536796	0.617826201	0.972047798	-0.848984485	0.627466105	0.985834252
ENSG00000180347	0	1	1	0	1	1	0.382290674	0.970059126	1	0.983336317	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000178804	0	1	1	0	1	1	-2.278006943	0.166115654	0.412890594	0	1	1	0.991476526	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000118579	-0.574046401	3.82E-05	0.000262108	0.005358376	0.979365367	1	0.148679689	0.075423802	0.230096487	0.554710773	0.104256459	0.246623297	-0.086951643	0.541543496	0.927983182	-0.081538525	0.654230849	0.995476069	-0.044552346	0.536447272	0.87424434	0.028992205	0.867783861	1	-0.767060745	4.64E-07	8.65E-06	-0.089309064	0.273981095	0.64891383
ENSG00000123094	0.104026534	0.598537552	0.878448392	1.189211633	2.48E-06	3.38E-05	-0.273967925	0.016411921	0.067405882	0.273474509	0.078970334	0.198260306	1.044068943	2.06E-11	8.64E-10	1.501630081	6.11E-18	2.23E-16	1.153248087	1.57E-09	2.71E-08	1.068180095	1.36E-07	2.02E-06	0.053922235	0.763371	1	0.077387927	0.817433098	1
ENSG00000170004	-0.617044586	5.38E-07	5.45E-06	-1.259875239	3.01E-13	1.14E-11	-0.540231568	1.41E-13	4.34E-12	-0.90094811	0.000371644	0.002081427	-0.769035773	3.31E-06	5.46E-05	-1.029977192	4.41E-13	1.10E-11	-0.849866702	2.05E-10	4.03E-09	-1.460517078	5.02E-09	9.42E-08	-0.616405184	0.002615518	0.015540184	-0.358415872	0.014723527	0.086295752
ENSG00000170522	0.726907663	0.000308633	0.001697204	-0.13296275	0.423541057	0.79059995	-0.665671269	9.88E-08	1.50E-06	0.560454097	2.68E-06	2.36E-05	0.326824208	0.075900284	0.25454059	1.07307691	3.13E-09	5.02E-08	0.573906743	8.52E-06	7.42E-05	0.798571359	1.67E-05	0.000167283	1.267644768	3.59E-10	1.16E-08	0.363992996	0.00683106	0.048078178
ENSG00000101224	-0.201020922	0.230854396	0.452933069	0.086602198	0.671710115	1	-0.328535076	0.009263037	0.041387025	1.493542338	4.84E-06	4.04E-05	0.087878777	0.630617982	1	-0.200563565	0.511060419	0.859808049	-0.723211863	0.001388423	0.006994397	-0.162961606	0.541944249	0.83422284	0.11925139	0.739591336	1	0.099078051	0.441495394	0.836975011
ENSG00000161618	0.062864607	0.714461804	0.989767467	-0.318976979	0.12755392	0.354059535	-0.240459448	0.046847702	0.158693241	0.094429611	0.620735739	0.897906446	0.233825897	0.428145115	0.802821308	0.392743022	0.190019011	0.426751366	0.140013418	0.337340153	0.644132993	-0.591820464	0.061033151	0.184712003	0.404538868	0.006805455	0.034404895	0.205962215	0.177713613	0.507430585
ENSG00000170175	1.138379384	5.51E-05	0.000364146	0.681997635	0.005336216	0.028518224	-0.197631662	0.654088348	1	-0.529603608	0.146494033	0.3215499	0.776122001	0.000170672	0.001796395	1.148262959	3.12E-13	7.91E-12	0.711828831	1.94E-05	0.000154626	1.869989238	1.77E-08	3.05E-07	0.606035397	0.044266783	0.153138393	0.57932741	0.021835437	0.116362167
ENSG00000158113	0.232220995	0.457567906	0.736309335	2.440094829	0.256331761	0.572575541	5.13E-15	1	1	0.13145786	1	1	1.726257625	0.4023911	0.770357669	-0.696562323	0.411001378	0.737362137	0.551126888	0.422318434	0.759726067	-0.264189974	0.823045879	1	0.11281449	0.885866293	1	0.159223233	0.593355921	0.965372496
ENSG00000064201	-0.195340303	0.930208004	1	-1.69279912	0.479294358	0.857587115	-0.269826867	0.842487331	1	-0.269650367	0.754147359	1	0	1	1	0.153262612	0.935640138	1	-0.575929073	0.594656372	0.938227407	-0.489310883	1	1	-1.007251999	0.655618224	1	0	1	1
ENSG00000173950	-0.325874274	0.144802555	0.323479967	-0.140548349	0.683799237	1	-0.014370345	0.879537588	1	-0.495797757	1.63E-05	0.000123691	-0.046053633	0.780672125	1	-0.020554376	0.881718378	1	-0.106171685	0.280639404	0.563149738	0.065091935	0.692910052	0.970615986	-0.759766212	2.12E-07	4.23E-06	-0.508449811	0.001486501	0.014064384
ENSG00000168237	0.400808333	0.028398447	0.087069328	0.38000701	0.108875157	0.315636191	-0.266298594	0.369859423	0.717231918	-0.428307432	0.030126878	0.090202894	0.439257369	0.60246781	0.976884187	-0.125715357	0.64132594	0.983410981	0.395787571	0.012333623	0.046321453	-0.492986957	0.118764373	0.303567161	0.041291036	0.860958662	1	0.156561456	0.356966874	0.746339366
ENSG00000105221	0.097726664	0.437690687	0.712757304	0.319812154	0.056047507	0.191617543	-0.104326849	0.168353938	0.416221088	-0.396577439	3.86E-05	0.000272874	-0.120166261	0.37566118	0.734746423	0.160206653	0.301968118	0.592995567	0.024510988	0.827235845	1	0.21067918	0.290118828	0.562590664	0.484701105	0.001083382	0.007437866	0.027321162	0.805550464	1
ENSG00000154309	0.659528743	0.000819128	0.004065083	0.213175949	0.35226853	0.695409088	-0.67475191	2.40E-13	7.21E-12	-1.203217122	1.68E-08	2.13E-07	0.816179779	0.003152198	0.020922303	-0.622440162	0.005146489	0.023641474	0.10266507	0.537641628	0.875629353	-0.085725501	0.71801421	0.99040863	0.986439613	1.20E-13	5.90E-12	0.75393657	4.22E-08	1.65E-06
ENSG00000158296	0.00252575	1	1	0	1	1	0.578616353	0.562489853	0.937454389	-2.23304843	0.146511362	0.321551339	0.991476526	1	1	1.716252181	0.019382861	0.071827589	1.662935007	0.031145344	0.101089796	1.393022368	0.000395053	0.002786728	0.025194007	0.962270006	1	0.276735541	0.834465396	1
ENSG00000143537	-0.562345058	0.000766415	0.003832789	0.262865841	0.129910074	0.358600545	0.118141502	0.137790489	0.365249626	1.774082178	7.08E-09	9.53E-08	0.436169201	0.043754057	0.170745496	1.081914586	9.05E-11	1.76E-09	0.295072483	0.000189938	0.001200611	0.49235328	0.008198731	0.037653007	0.258234676	0.034765351	0.126963816	-0.287193427	0.003176616	0.026164931
ENSG00000163818	-0.692596887	0.003932998	0.016138098	-0.396407637	0.082187847	0.256199029	0.05515	0.627420789	0.995607017	-1.635480912	7.37E-21	2.88E-19	-0.585055516	0.002739775	0.018627547	-0.237705324	0.127584089	0.319720375	-0.184273364	0.318084814	0.615742472	-0.179556953	0.503029838	0.802875394	-0.875563135	9.78E-06	0.000128456	-0.467606502	0.012472537	0.07600496
ENSG00000105223	-0.907648676	3.40E-08	4.25E-07	-0.210200821	0.354005491	0.697556083	-0.151703775	0.017253778	0.070227713	-0.053867399	0.587652532	0.864907203	-0.697459409	0.01420262	0.070926139	-0.047682643	0.806087319	1	-0.077654628	0.648784833	0.98751493	-0.364764816	0.246794504	0.503348376	-0.442877921	0.068677159	0.216218537	-0.788102505	2.12E-09	1.10E-07
ENSG00000174010	-0.712567994	0.001052658	0.005080417	-0.228348385	0.216572742	0.509454592	-0.312935604	0.053982408	0.177805737	-0.399365251	0.040947548	0.115914245	-0.008803212	0.964049808	1	0.038610328	0.849344334	1	-0.13279133	0.201833259	0.447744146	-0.386545697	0.070727782	0.206655607	-0.716438398	0.000921352	0.006503076	-0.384424864	0.004791123	0.036328335
ENSG00000163701	3.064149952	3.20E-13	7.92E-12	-0.30741403	0.595948481	0.965708038	-1.966902224	0.277089768	0.587814351	0.30826834	0.598680359	0.876322635	1.210381563	0.008758718	0.047995232	-0.021062659	0.976811325	1	-0.088645076	0.861655461	1	1.219620612	5.08E-05	0.000452167	2.093199972	0.001112624	0.007613505	1.981973439	0.00533043	0.039514786
ENSG00000008382	-0.246131734	0.402198711	0.67134179	0.466444944	0.409624073	0.771894008	-0.451431192	0.000178006	0.001339413	-0.447315815	0.484530417	0.771416585	0.264592748	0.48820517	0.871138831	-0.126765988	0.648639412	0.990983424	-0.07965033	0.668868821	1	-0.729959068	0.150239891	0.358356699	-0.080914153	0.766026267	1	-0.133768775	0.510733698	0.897516525
ENSG00000143318	-1.855727039	0.028062777	0.086247866	-3.096983362	0.070810547	0.228376015	-0.095364999	0.91945085	1	0.131723467	0.856157995	1	0	1	1	-2.137029357	0.171582853	0.395699902	-0.325388897	0.717423387	1	-1.418208173	0.234858633	0.486044095	-0.387619917	0.310823011	0.643929233	-0.796678958	0.034107815	0.162494211
ENSG00000033327	-0.32260917	0.109089609	0.260460409	-0.460022069	0.037076145	0.139038975	-0.54458298	2.97E-08	4.91E-07	-0.931334693	0.003966531	0.016603984	0.140036495	0.614857964	0.987452654	-0.304806702	0.068036271	0.197340806	-0.277113027	0.00726494	0.029326409	-0.596695272	0.009365473	0.042041136	-0.502015911	0.010748263	0.049978106	-0.282102486	0.160313002	0.474776508
ENSG00000197816	-0.535195367	0.618924595	0.898396984	0	1	1	5.13E-15	1	1	1.570445607	0.531102214	0.805719493	-0.523074616	0.237917289	0.549338516	-1.113119298	0.254021939	0.528012504	0.434408538	0.51789267	0.853491298	-0.389912495	0.361200244	0.645475484	-0.757310546	0.331677443	0.65987928	-0.477500439	0.084229756	0.310535693
ENSG00000206432	1.559119243	0.036732471	0.107924937	0	1	1	-0.556398498	0.470688053	0.841035779	3.331050857	0.00308398	0.013299321	0	1	1	3.081229751	0.015060642	0.058307307	3.529790844	0.010476558	0.040299604	-0.207060641	0.831412106	1	1.079231861	3.50E-05	0.000390174	0.328943149	0.657300644	1
ENSG00000158062	-0.321561551	0.127743977	0.294399423	-1.029094376	0.034699382	0.131733789	-0.53106661	0.235412892	0.531503487	-0.802588303	0.002652028	0.011668803	-0.597667122	0.121319159	0.355848708	-0.425892505	0.143369133	0.349936499	-0.038862027	0.834400184	1	-0.635954307	0.041893078	0.138231019	0.009576135	1	1	-0.036220687	0.893237576	1
ENSG00000068400	0.906010471	2.57E-13	6.45E-12	1.180229321	9.75E-07	1.46E-05	0.271356988	0.008604073	0.038839513	1.015348054	5.02E-20	1.85E-18	0.630401049	0.001351373	0.010358832	0.705992107	3.03E-06	3.10E-05	0.66297762	1.55E-10	3.12E-09	0.876802424	2.85E-05	0.000270134	1.126283582	3.51E-15	2.04E-13	0.568417679	1.83E-05	0.000346304
ENSG00000196924	-1.022348309	2.37E-13	5.97E-12	-0.640889037	0.018261059	0.07857412	-0.555460176	1.42E-16	5.36E-15	-0.408992909	4.52E-06	3.80E-05	-1.701861143	4.00E-14	2.37E-12	-1.375946879	3.70E-12	8.29E-11	-0.539260987	0.000296752	0.001793052	-0.790644713	0.013900404	0.057863036	-0.242362943	0.195609298	0.470562942	-0.630487763	2.37E-05	0.000429844
ENSG00000114019	0.485977579	0.000337266	0.001837208	0.36041833	0.005559014	0.029539908	0.610914092	7.51E-10	1.56E-08	-0.239750653	0.043611479	0.12183795	0.752689818	0.001673957	0.012434238	0.320614577	0.128535156	0.321531549	0.075856366	0.376002239	0.698720168	0.719766165	1.53E-05	0.00015437	0.1402875	0.241627963	0.540161344	0.296238707	0.000892353	0.009263642
ENSG00000140067	0	1	1	0	1	1	5.13E-15	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000130985	-0.159065105	0.177618681	0.376264912	-0.01238167	0.944769032	1	0.233391343	0.000182572	0.001371396	-0.008062609	0.936613139	1	-0.214207768	0.058005481	0.209629876	0.054394532	0.647296193	0.989785608	0.027203466	0.668504544	1	0.248841857	0.114014678	0.295024585	0.058247132	0.665427029	1	-0.072424705	0.449244344	0.844982037
ENSG00000005961	1.506168656	0.458686628	0.737060695	-0.563984869	0.85111037	1	-1.095315076	0.027998592	0.104346626	-2.452910368	0.000935589	0.004734409	-0.628963035	0.354699421	0.707732772	-0.585952748	0.471914938	0.812008766	-0.335609657	1	1	-1.39033452	0.103182157	0.274233759	3.473574155	0.078529364	0.239853119	-0.058029553	1	1
ENSG00000123999	0.972506826	0.302955861	0.553858961	-0.559798976	0.45805626	0.831576871	-0.498104605	0.209827922	0.490048566	-1.462222857	0.003580651	0.015179786	-1.155273559	0.390470823	0.754644871	-0.63847781	0.508832808	0.857088823	-1.510495316	0.020691036	0.072216911	-1.171082936	0.314438477	0.594037614	-0.38697379	0.597114793	0.951808021	0.451437338	0.721456848	1
ENSG00000119328	-0.865310304	6.35E-05	0.000411901	-0.583527348	0.000109237	0.001012445	-0.001553758	0.986568496	1	0.411556333	0.000360062	0.002022662	-0.352801869	0.113809822	0.339862663	-0.048901447	0.729616932	1	0.022322385	0.823002689	1	-0.00353921	0.993493921	1	-0.829854213	0.000123554	0.001171743	-0.440283155	0.000933729	0.00960076
ENSG00000104419	0.223265522	0.137307275	0.310525237	0.425215642	0.028426947	0.112763023	-0.177806637	0.245710767	0.545645284	0.417439048	0.180175156	0.374345818	0.261317969	0.102891217	0.316331382	-0.593834361	0.012359903	0.049493988	-0.10613322	0.524306221	0.861021473	0.990762246	0.003166732	0.017014166	0.394899172	0.09652735	0.280963536	0.232051109	0.120559915	0.396753392
ENSG00000173769	-2.39373035	0.146422865	0.325571613	0	1	1	5.13E-15	1	1	0	1	1	0	1	1	0	1	1	1.97073915	0.276273225	0.557321543	0	1	1	0	1	1	0	1	1
ENSG00000025770	-0.590745317	9.24E-07	8.96E-06	-0.798283875	0.001118702	0.007584156	0.004339371	0.959018791	1	0.558202754	0.000147493	0.000917546	-0.523426789	0.01247429	0.063859093	-0.705932176	1.10E-05	0.000101096	-0.580988693	0.008582518	0.033873997	-0.59528871	0.002255555	0.012639063	-0.415336202	0.012066692	0.054754125	0.077825426	0.563220453	0.940185626
