Gene	Homo sapiens FC	Homo sapiens P-value	Homo sapiens Q-value	Macaca mulatta FC	Macaca mulatta P-value	Macaca mulatta Q-value	Rattus norvegicus FC	Rattus norvegicus P-value	Rattus norvegicus Q-value	Mus musculus FC	Mus musculus P-value	Mus musculus Q-value
ENSG00000081913	-0.243877265	0.155381879	0.480248977	-0.399045177	0.026802877	0.11089215	0.105206744	0.509115823	1	-0.689175388	0.000882467	0.015036458
ENSG00000141664	1.166705034	1.12E-05	0.000286436	0.54827705	0.005426682	0.032347163	0.409839598	0.016191387	0.173679291	0.706372076	0.000135918	0.003020164
ENSG00000157680	0.209656202	0.566032949	0.967118424	-0.336479775	1	1	0.027493741	1	1	-3.260235387	0.281339077	0.890470891
ENSG00000181072	-0.963456763	0.223794677	0.602985453	0	1	1	-0.025745337	0.972605152	1	4.370457318	0.02824659	0.227392884
ENSG00000134444	-0.221547474	0.079983312	0.316178011	-0.302785835	0.05233957	0.182993387	0.130474414	0.5006247	1	0.019114897	0.935688394	1
ENSG00000197563	0.55511625	8.52E-05	0.001717429	-0.715646735	5.14E-06	9.96E-05	-0.497032509	0.013558247	0.154010125	-0.070244161	0.798632984	1
ENSG00000101542	-0.5688353	0.567330896	0.967882836	0.732902933	1	1	0	1	1	0	1	1
ENSG00000166603	-1.786238461	0.101257835	0.368281683	2.100868189	0.52123086	0.862732457	0	1	1	1.88694842	0.280258062	0.890470891
ENSG00000164707	1.842129477	2.32E-06	7.19E-05	-1.605818292	0.053832028	0.186938911	-0.569878681	0.419488348	1	1.112708654	0.654526297	1
ENSG00000082213	-0.105152122	0.457389469	0.881575437	-0.197463875	0.273728933	0.590057286	0.659676884	0.005484992	0.079229681	0.292809634	0.243709669	0.848851846
ENSG00000110975	0	1	1	0	1	1	-1.85138632	1	1	0	1	1
ENSG00000057294	2.731237649	0.000933373	0.012292327	0.312842107	0.811773858	1	0.513437691	0.326930924	0.997776196	0.167301574	0.729741514	1
ENSG00000104738	-0.177424745	0.513241417	0.919476369	-0.200948498	0.229538495	0.525830109	-0.074843909	0.672371551	1	-0.328254878	0.439915803	1
ENSG00000113360	0.115055911	0.257812018	0.653468722	-0.092910142	0.507859342	0.862732457	-0.065990974	0.71599934	1	-0.076450651	0.666939351	1
ENSG00000113361	-1.000111025	0.282765392	0.676919046	-0.694461968	0.005617603	0.033237227	-0.871105097	0.443083511	1	-0.276164549	0.463932387	1
ENSG00000139131	-0.13955446	0.237047693	0.623207053	-0.244102699	0.065763273	0.216918245	-0.019821737	0.934801255	1	0.236567191	0.296209662	0.913505396
ENSG00000139083	0.563914047	0.013373736	0.093938603	-0.334071854	0.115439422	0.325099115	0.665965477	0.001231371	0.024244694	0.395648156	0.09949469	0.512143283
ENSG00000113100	0	1	1	0	1	1	0	1	1	1.139523206	0.654526297	1
ENSG00000087470	-0.193346812	0.099336267	0.364387105	-0.37225925	0.010576557	0.054554878	-0.231220631	0.15484203	0.714577733	-0.210543521	0.376132683	1
ENSG00000139132	-0.44487816	0.282744079	0.676919046	0.233653	0.638944939	0.978789961	-0.155732069	0.851606126	1	0.793019772	0.002361057	0.034049251
ENSG00000151746	-0.066091155	0.621465222	1	-0.273702542	0.110797821	0.315653801	-0.021120139	0.927136708	1	1.442833247	0.000298767	0.006012891
ENSG00000151743	-0.139596881	0.567613734	0.968053616	-0.568340521	0.054587433	0.1888326	0.008245466	0.97790563	1	1.090149435	0.008697659	0.095080437
ENSG00000170456	-0.328215934	0.063026859	0.270948105	0.891096932	0.278557534	0.593227453	0.090681029	0.716228579	1	0.818917215	0.047246058	0.320009384
ENSG00000110888	1.156907332	1.75E-10	1.31E-08	0.682717531	0.019018017	0.085416754	0.127707382	0.636816489	1	0.406424624	0.101872941	0.520137202
ENSG00000176788	0.156230884	0.16329137	0.497018246	0.3014754	0.326032104	0.652487666	0.07317547	0.671190738	1	0.28793422	0.104263497	0.52666247
ENSG00000133704	-0.447211983	0.000802227	0.010922931	-0.615154759	0.000183519	0.002056285	-0.263635506	0.104214126	0.569913232	-0.445932039	0.05499153	0.354850352
ENSG00000133687	-0.238971891	0.602923531	0.996940822	-0.434519355	0.187864252	0.455977237	-0.086249418	0.885684899	1	-0.466877459	0.46446045	1
ENSG00000154122	-0.225565443	0.224142838	0.603369611	-0.496066497	0.082731482	0.256788996	-0.26661343	0.382806852	1	-0.600788846	0.001589049	0.024734192
ENSG00000145569	-0.522402791	0.216098363	0.590181585	-0.457185222	0.332611068	0.661475757	-0.040736684	0.882056489	1	-0.642667505	0.142003788	0.639530366
ENSG00000181472	-0.111503394	0.488038409	0.911653552	0.147915673	0.435236292	0.789435229	0.423205948	0.103884387	0.569146055	-0.55438267	0.037838607	0.277198986
ENSG00000155906	-0.202399392	0.167592213	0.504862585	-0.08638127	0.575463121	0.915665992	0.639668887	0.000433945	0.010175813	0.187641889	0.483008678	1
ENSG00000120262	0.7141448	0.121017312	0.413181951	0	1	1	-0.12321036	1	1	-0.176929303	1	1
ENSG00000091831	0.095171755	0.934425971	1	-0.277209589	0.761866748	1	2.448015439	0.00180505	0.033150736	-0.498218352	0.220994877	0.806905506
ENSG00000181404	0.768584588	9.45E-08	4.14E-06	0.167067042	0.311439425	0.632436343	-0.120526823	0.543811005	1	-0.352886218	0.096913523	0.505074153
ENSG00000120645	1.07927159	0.312487866	0.716554462	1.548421669	0.448347536	0.804437581	0.621032283	0.770773243	1	-0.201937605	1	1
ENSG00000166446	-0.324730064	0.282600227	0.676852623	-0.03636743	0.860136598	1	-0.088815961	0.769406636	1	1.115212788	0.000147072	0.003225225
ENSG00000073614	0.155987162	0.266227658	0.663363769	0.303034366	0.05652175	0.19353765	0.158236227	0.34846723	1	0.179007617	0.36272651	1
ENSG00000120647	0.093751274	0.65169327	1	0.184126058	0.350167772	0.68378919	0.581374455	0.143497027	0.686092216	0.9653958	0.002960993	0.040757642
ENSG00000139044	-0.401215639	0.864052867	1	1.195969098	0.65497669	0.986466324	0.762111433	0.632606781	1	-0.489967429	0.617480473	1
ENSG00000171840	-0.456417403	0.243855211	0.633579767	0.425629532	0.718073289	1	-1.272076935	0.29548196	0.954019537	1.118069307	0.288837437	0.900883574
ENSG00000060237	0.363120393	0.022185755	0.133696882	-0.171853477	0.316395763	0.638901774	-0.403239441	0.053804939	0.386303198	-0.577819144	0.001986519	0.029527939
ENSG00000082805	-0.105673064	0.47159225	0.895979799	-0.336749787	0.027111291	0.11185376	-0.210167089	0.328959642	1	-0.229480547	0.182835195	0.724684967
ENSG00000039139	0.340271956	0.242323848	0.631767164	-0.463492462	0.111418642	0.317003818	1.146982391	0.460706712	1	1.780360215	1	1
ENSG00000111186	-0.326057256	0.175275311	0.519289351	-0.363749164	0.191885133	0.46316953	0.786923027	0.110437894	0.587290975	-0.876892067	0.026712854	0.218631485
ENSG00000168566	-0.13226155	0.400708639	0.826822104	0.388023477	0.128417927	0.349953451	1.00623695	0.000914661	0.019332605	1.073727811	0.00020913	0.004362075
ENSG00000145491	0.828623973	0.12424446	0.42040115	0.071692539	1	1	-0.968574425	0.158949447	0.716534308	0.043838241	0.923158471	1
ENSG00000069998	-0.270783413	0.057198118	0.254900999	-0.332654068	0.078419633	0.247031006	-0.084569853	0.750202064	1	0.434849105	0.133916894	0.614840527
ENSG00000099954	1.740576459	0.165708689	0.500658273	0.089855619	1	1	-0.294325379	0.603043986	1	1.907873817	0.462205512	1
ENSG00000187550	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000099968	0.25992673	0.127354475	0.427087298	-0.14231156	0.279080283	0.593227453	0.025361581	0.87721465	1	-0.059550857	0.730977516	1
ENSG00000150753	-0.260603728	0.070966888	0.292569499	-0.242426921	0.13508088	0.363020399	-0.080977131	0.698010326	1	0.112601935	0.47041165	1
ENSG00000243156	0.586871025	0.000209493	0.003662312	0.017804517	0.934755013	1	0.256024413	0.502887804	1	-0.160178931	0.518185638	1
ENSG00000150756	-0.535789029	0.022831766	0.135949587	-0.239006417	0.300003354	0.617525987	-0.14987467	0.538486363	1	0.144419368	0.599854288	1
ENSG00000078295	0.563087002	0.353199074	0.76875035	-1.355237694	0.204983502	0.485390133	0.066229504	0.872020194	1	-0.321899901	0.18670403	0.733610059
ENSG00000112941	0.383595126	0.014385082	0.098992279	0.386235664	0.019887812	0.088732137	0.668584515	0.001123436	0.022712944	1.123435453	2.05E-09	1.27E-07
ENSG00000145545	-0.180745978	0.227324997	0.608196238	0.618307146	0.031254273	0.124552933	-0.507647372	0.095008228	0.541373938	-0.127365522	0.660083252	1
ENSG00000037474	0.019863489	0.882499298	1	0.232058607	0.097321575	0.286962959	-0.167171128	0.332118364	1	-0.040500022	0.821648619	1
ENSG00000172331	0.027661275	0.883340508	1	1.290913752	3.40E-06	6.93E-05	0.096836448	0.624430181	1	-0.491894997	0.038957879	0.282970907
ENSG00000183696	0.273799647	0.255036566	0.650009277	0.229656974	0.20033438	0.477983598	0.153319599	0.455380392	1	1.118568731	0.000240771	0.004979135
ENSG00000188730	1.15995383	1	1	1.139958281	0.174587885	0.432251792	0	1	1	0	1	1
ENSG00000042813	0	1	1	0.010274218	1	1	-0.813090927	0.787888926	1	-1.265865237	0.122344322	0.579545347
ENSG00000151490	-0.784092397	0.235839614	0.621279224	0	1	1	4.12513601	8.29E-08	4.43E-06	0.984009009	0.709227114	1
ENSG00000185811	1.197459181	1	1	1.431697875	1	1	1.934873372	1	1	1.41736665	0.359585654	1
ENSG00000138131	-0.47434763	0.056778624	0.25374264	-0.930261485	0.113648318	0.321370859	1.481996729	4.44E-08	2.51E-06	0.410237292	0.217651351	0.799793423
ENSG00000151491	-0.317306191	0.039232821	0.198477876	-0.018779102	0.897739801	1	-0.521516925	0.001726707	0.031953578	-0.901238434	4.24E-07	1.73E-05
ENSG00000132437	0	1	1	0	1	1	0	1	1	4.09311913	0.062694216	0.387189236
ENSG00000023697	-0.420542271	0.005381451	0.047630434	-0.387606944	0.041858892	0.154752358	-0.267101588	0.106066243	0.575490996	-0.118577138	0.59435991	1
ENSG00000188991	2.290012849	0.274591871	0.665765326	0	1	1	0	1	1	0	1	1
ENSG00000008394	-0.204375163	0.349565087	0.764048297	-0.304370062	0.122681933	0.339076831	-0.366680601	0.153678709	0.71187965	-0.386973721	0.112250198	0.550655624
ENSG00000106070	0.11156406	0.388137158	0.813432432	0.009759125	0.962578975	1	-0.14009703	0.365532766	1	-0.17082691	0.380677641	1
ENSG00000106078	1.082799368	0.648456787	1	-0.242580515	0.620722534	0.962339292	-0.338250563	0.364546766	1	-0.392928095	0.346776094	0.989568368
ENSG00000111404	-1.913408762	0.51639458	0.919476369	0.276376053	0.770441011	1	0	1	1	0	1	1
ENSG00000139144	0.555586147	1	1	-1.357793311	1	1	0.78088809	1	1	0	1	1
ENSG00000139151	-0.093699726	1	1	1.428549651	1	1	2.733779219	0.522452058	1	0	1	1
ENSG00000134775	0.08262336	0.757662797	1	0.010383993	0.965613977	1	-0.529931278	0.565659527	1	1.474821267	4.19E-06	0.000137328
ENSG00000177938	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000141425	-0.412347585	0.000232902	0.004014549	-0.635335743	0.002509855	0.017581161	0.180755978	0.375327482	1	-0.028413453	0.920379537	1
ENSG00000141428	0.147246198	0.285262917	0.680541959	0.089750363	0.563722235	0.904127618	0.564944834	0.01907479	0.194712537	0.180118293	0.481753587	1
ENSG00000052126	0.203871097	0.3051417	0.708867087	0.696394569	0.006525049	0.037178649	0.403120685	0.092961245	0.535569767	0.22222443	0.396832302	1
ENSG00000141429	-0.547768201	0.00035709	0.005614835	-0.870290656	1.25E-09	5.39E-08	-0.298031005	0.054149949	0.388015457	-0.322216649	0.134869347	0.61751785
ENSG00000106771	-0.2946425	0.040291471	0.202080477	-0.283189336	0.054885252	0.189528519	-0.085665379	0.633517516	1	-0.490990374	0.191510846	0.743641258
ENSG00000172572	-0.721969949	0.301726861	0.703922158	-0.088559518	0.727817566	1	0.096655313	0.707329378	1	-0.675935185	0.009917913	0.10530106
ENSG00000075643	-0.041022035	0.8626954	1	0.163367128	0.612504799	0.953934988	0.089685399	0.641541182	1	0.524896265	0.026763118	0.218848542
ENSG00000139155	1.15995383	1	1	0	1	1	0.027493741	1	1	-0.558747499	1	1
ENSG00000198783	0.542033308	0.00068439	0.009603877	1.579630196	3.97E-17	4.90E-15	0.401320019	0.054514947	0.389736396	0.389644725	0.110622002	0.544677683
ENSG00000107262	-0.105434638	0.459967889	0.884470755	-0.116982143	0.439789131	0.795166468	-0.155672217	0.323183793	0.99397436	-0.028077245	0.852566825	1
ENSG00000086065	0.034530486	0.840246299	1	-0.121480769	0.440671049	0.796027121	0.030204495	0.8604932	1	0.238259764	0.193432542	0.746576928
ENSG00000091483	-0.130091109	0.445395724	0.869766463	-0.228874443	0.345202398	0.677219546	-0.38733524	0.008655991	0.110500403	-0.041091526	0.837148149	1
ENSG00000174564	-0.425626558	0.193514469	0.551195905	-0.487820424	0.461510816	0.819063045	-1.199345162	0.000165412	0.004403257	2.140262921	0.001383853	0.022137371
ENSG00000121350	-0.28120501	0.068236285	0.284828663	1.762906343	1.38E-16	1.64E-14	0.13672451	0.520086321	1	0.081346664	0.785276242	1
ENSG00000004700	-0.157356471	0.212860064	0.58466039	-0.396437463	0.008163402	0.044486835	-0.237925386	0.135671656	0.666955941	-0.095661506	0.743598239	1
ENSG00000060982	-0.656504575	0.000461981	0.006969333	-0.814426056	0.009611383	0.05048375	-0.12798271	0.510920287	1	-0.123307335	0.486867651	1
ENSG00000164363	0	1	1	0	1	1	0	1	1	1.544503545	0.413970819	1
ENSG00000164362	-0.217487081	1	1	0	1	1	0.635924779	0.123071949	0.627270862	-0.118990949	0.787531819	1
ENSG00000049656	-0.165811906	0.136909769	0.44762633	-0.401024126	0.036017133	0.138249394	-0.30790832	0.091670861	0.533120455	-0.122033295	0.450378728	1
ENSG00000153395	-0.192480184	0.113037029	0.395358698	-0.034777146	0.813299873	1	-0.771976402	5.72E-05	0.001791376	-0.191649852	0.549175463	1
ENSG00000170561	0.515250298	0.083881489	0.326386964	1.180763742	8.16E-09	2.95E-07	0.911534138	2.77E-07	1.37E-05	0.045115828	0.816019532	1
ENSG00000165138	-0.087359183	0.435514309	0.8604381	-0.150877475	0.31731832	0.640143356	0.143723017	0.449793502	1	-0.850391065	0.002047866	0.030192506
ENSG00000119514	-0.085097398	0.886199882	1	-0.69168953	0.014405791	0.068920318	-0.745385662	0.101878037	0.562684987	-0.690328655	0.272698965	0.890470891
ENSG00000136928	-0.097830386	0.833943918	1	-0.09527443	0.913155489	1	0.32193354	0.638596324	1	-1.652897663	0.407328029	1
ENSG00000139163	-0.275741331	0.121308506	0.413641429	-0.030927608	0.904950662	1	-0.064157606	0.740762061	1	0.854863163	2.13E-06	7.62E-05
ENSG00000119326	-0.287817081	0.124357112	0.420543052	-0.502533247	0.000262024	0.002769418	0.341661837	0.391716074	1	-0.662943028	0.054181233	0.351041515
ENSG00000138778	1.769956421	6.37E-05	0.001339953	0.845405651	0.056933852	0.194547293	0.256183952	0.683093518	1	0.927712525	0.19248666	0.744641944
ENSG00000141424	-0.358167327	0.015516726	0.104018554	-0.623577491	1.91E-05	0.000304262	-0.184083863	0.295007131	0.953319995	-0.405113739	0.021916381	0.190291508
ENSG00000111731	-0.117377271	0.473579213	0.898052255	-0.507629789	0.020439808	0.0904053	-0.185584476	0.445163114	1	-0.461434076	0.089934571	0.485239057
ENSG00000111728	1.845431875	0.000184054	0.003287616	-0.162371219	0.916705668	1	-3.143924508	0.283678088	0.937393487	-1.336927444	0.223257413	0.811628286
ENSG00000171860	1.886793689	0.027416768	0.154288824	1.371208993	0.001745245	0.013131643	0.111202802	1	1	1.073017809	0.015174731	0.14523469
ENSG00000214694	-0.001539938	1	1	1.368632908	0.161146681	0.408011291	1.869119591	1	1	-0.140517792	1	1
ENSG00000166509	0.584156601	1	1	-0.659867735	0.658929988	0.989794422	0	1	1	0	1	1
ENSG00000171724	0.096083524	0.919918968	1	-0.461866108	0.603234421	0.944063619	1.869119591	1	1	-0.225246863	0.731811259	1
ENSG00000111726	-0.137431087	0.311279193	0.715409462	-0.398429228	0.034551335	0.134180075	-0.336623398	0.045305091	0.346840774	-0.217928101	0.256617936	0.872188571
ENSG00000132702	1.199093916	1	1	3.15493037	3.90E-20	6.95E-18	0	1	1	0	1	1
ENSG00000152256	-0.279714969	0.489255862	0.912727867	-0.518975927	0.023119888	0.09938459	-0.394522147	0.033854037	0.290947695	-0.297944776	0.738347249	1
ENSG00000069431	0.338512041	0.406459258	0.833391643	-0.293945775	0.244925278	0.548425171	-0.370018722	0.564859935	1	-2.757728079	0.520892718	1
ENSG00000150676	1.19720065	1	1	3.836423772	0.013820594	0.06683207	0	1	1	0	1	1
ENSG00000027644	0	1	1	0	1	1	0	1	1	5.38925651	0.00027981	0.005657523
ENSG00000111713	2.603697336	0.149970232	0.468778916	0	1	1	0.678639751	0.627807496	1	0	1	1
ENSG00000111218	2.45601485	0.027459045	0.154438513	0	1	1	0	1	1	0	1	1
ENSG00000134548	0.616903257	0.103708662	0.374260901	0	1	1	0	1	1	2.868142839	0.003836417	0.050085023
ENSG00000205129	0.648170251	0.399274113	0.825474898	0	1	1	0.166689617	1	1	1.304116026	0.116852086	0.563332086
ENSG00000186417	-0.694213436	0.013456365	0.094314232	0.873019242	0.511238688	0.862732457	-0.445612598	0.504616736	1	-0.108535804	0.84039571	1
ENSG00000137869	-0.413413967	0.157206374	0.484381074	-0.231586499	0.490252211	0.849900101	0	1	1	0	1	1
ENSG00000129151	0	1	1	3.506018782	0.075975084	0.241221824	0	1	1	3.549394129	0.156943336	0.665684587
ENSG00000148942	0.323501256	0.902156891	1	0	1	1	0	1	1	0	1	1
ENSG00000090316	-0.090557824	0.494698476	0.918099979	-0.288081379	0.032318896	0.127802589	0.011065954	0.946569224	1	-0.140232482	0.378905161	1
ENSG00000134343	-0.410290996	0.024055808	0.140512167	-0.732499636	0.036976135	0.140902523	2.210453683	0.186339093	0.777125738	-0.18290532	0.461127958	1
ENSG00000168505	0.62826474	0.778649868	1	0.340493161	0.346700564	0.678985435	-1.85138632	1	1	0.652789125	1	1
ENSG00000264522	0.221594522	0.117585101	0.405649038	0.087704789	0.581068738	0.921381584	-0.081110043	0.596724915	1	-0.25511755	0.126492999	0.592639726
ENSG00000143368	0.101979224	0.413371953	0.839181269	0.221438077	0.066364903	0.218301873	-0.046837789	0.796211152	1	0.11565534	0.565357706	1
ENSG00000263528	0.645749308	0.000161366	0.002975671	-0.069460198	0.848976131	1	2.393645949	4.32E-11	3.49E-09	2.387184689	2.67E-21	5.28E-19
ENSG00000125912	-0.159301142	0.147955535	0.468778916	-0.205775785	0.214110979	0.500193171	-0.156877294	0.33329567	1	-0.013287495	0.949811772	1
ENSG00000168685	2.263463186	0.001261559	0.015721211	2.21371799	0.022425854	0.097162185	1.869119591	1	1	0	1	1
ENSG00000152611	0.947787142	0.285625911	0.680953738	2.603282343	0.28184629	0.593227453	0	1	1	0	1	1
ENSG00000164187	-0.356353498	0.087620236	0.335202696	-0.779148528	5.70E-05	0.00076755	-0.306553388	0.111845688	0.591288709	-0.390362716	0.093334008	0.495263674
ENSG00000084072	-0.158849705	0.208994188	0.577503995	-0.094251363	0.543062354	0.883479722	-0.044727636	0.8477949	1	0.266566283	0.195003532	0.750910151
ENSG00000180104	-0.03897669	0.736463251	1	-0.193514937	0.141869217	0.375832342	-0.054835533	0.790152711	1	-0.081838406	0.642825634	1
ENSG00000163378	-0.076605332	0.63565261	1	-0.710758616	0.000700685	0.00627967	-0.306285701	0.058471211	0.405488339	-0.02362329	0.899280938	1
ENSG00000144747	0.116355516	0.438520573	0.862915292	0.085152337	0.565311206	0.905606218	0.329979482	0.109492409	0.584503323	0.828537942	0.010251682	0.107689644
ENSG00000144744	-0.266627016	0.08773357	0.335505808	-0.420903077	0.002726934	0.018740177	-0.194185168	0.249933771	0.906455787	0.027188953	0.910767942	1
ENSG00000154553	1.236124166	0.051584633	0.238245958	-0.106499333	1	1	-0.596900342	0.621198468	1	1.872970505	0.04145769	0.294571061
ENSG00000111206	0.079375125	0.803996156	1	-0.319361967	0.055819018	0.191892885	0.219673714	0.443361914	1	-0.140687686	0.813664205	1
ENSG00000171792	-0.148763121	0.467458424	0.891383503	-0.191888938	0.189093533	0.458019951	0.385577238	0.079805333	0.489547803	0.119534424	0.633313838	1
ENSG00000078246	0.174110224	0.182822186	0.532440904	-0.122553014	0.394477047	0.741962737	0.040505182	0.790502168	1	0.156060767	0.462534771	1
ENSG00000154556	-0.384207086	0.628369586	1	-0.463246317	0.411732377	0.762394063	-0.181062153	0.482177217	1	-0.075268624	0.869936407	1
ENSG00000136891	-0.257783526	0.092393405	0.347259607	-0.176494074	0.175937853	0.434745862	0.205700561	0.31746833	0.984990114	-0.257943685	0.133199603	0.612836375
ENSG00000119509	0.004499755	0.985106087	1	-0.16521826	0.455518996	0.812203454	0.44348204	0.172960876	0.746741163	-0.264386907	0.368951088	1
ENSG00000023318	-0.217532581	0.084178764	0.326786971	-0.466212713	0.000407719	0.004027158	-0.052681486	0.742516711	1	-0.010086502	0.954425639	1
ENSG00000136874	0.074026481	0.717153072	1	-0.273002351	0.183783551	0.448989667	0.191268733	0.325666793	0.997400191	-0.298948927	0.214329511	0.791800923
ENSG00000164342	1.780486897	0.000615209	0.008795638	0.45928079	0.381965319	0.726481738	1.391897214	5.49E-06	0.000219101	3.699298886	4.15E-14	4.61E-12
ENSG00000161405	3.163069718	9.90E-07	3.43E-05	0	1	1	1.869119591	1	1	0	1	1
