Gene	Homo sapiens FC	Homo sapiens P-value	Homo sapiens Q-value	Macaca mulatta FC	Macaca mulatta P-value	Macaca mulatta Q-value	Rattus norvegicus FC	Rattus norvegicus P-value	Rattus norvegicus Q-value	Mus musculus FC	Mus musculus P-value	Mus musculus Q-value
ENSG00000121966	-0.139243672	1	1	3.923111284	7.90E-07	1.89E-05	-0.618549815	0.497956535	1	0.443238525	0.541370124	1
ENSG00000144229	-1.030667071	0.375022395	0.797447984	1.413520256	1	1	-0.4563995	0.332128022	1	0.284135366	1	1
ENSG00000131013	0.201927332	0.110921667	0.390729956	0.200197987	0.296987408	0.613674858	0.552273354	0.001629956	0.030551188	0.157065736	0.565621336	1
ENSG00000100505	0.11984124	1	1	-0.276976103	0.772783737	1	0	1	1	-2.679972755	1.72E-05	0.000488096
ENSG00000055211	-0.178065825	0.260916754	0.656523867	0.495608586	0.003609646	0.023439878	0.456388075	0.030199486	0.269062274	-0.112689823	0.614029332	1
ENSG00000139926	0.168535241	0.378662658	0.801909498	0.762790377	0.001566937	0.012012067	0.049683689	0.805992049	1	0.301491552	0.099284972	0.511844118
ENSG00000150540	-0.385085729	0.300007711	0.701323198	-0.665652577	0.144485746	0.380986007	0	1	1	-1.150444248	0.490106243	1
ENSG00000186625	0.111172633	0.386547874	0.811742296	0.325440459	0.027045808	0.111683035	0.275995568	0.15335513	0.710905755	2.576305618	6.13E-17	8.56E-15
ENSG00000087302	-0.225469885	0.034881114	0.182482133	-0.290841447	0.030570756	0.12251019	-0.178660613	0.318494917	0.986774371	0.082698493	0.593756483	1
ENSG00000144228	-0.464710194	0.008006861	0.064440839	-0.578349906	0.011519962	0.058089909	-0.375458052	0.050437347	0.370399267	-0.072119605	0.837512944	1
ENSG00000131023	0.108403033	0.412772884	0.838569948	-0.004731471	0.980355243	1	0.165844223	0.461744174	1	-0.123486206	0.630737265	1
ENSG00000120253	-0.164254623	0.387954455	0.813168933	-0.249879793	0.195103715	0.468996806	0.045908525	0.837056805	1	-0.010072016	0.974423635	1
ENSG00000120265	-0.415579425	0.000765837	0.010536679	-0.39187704	0.007040077	0.039456625	-0.244645023	0.138044359	0.672677694	-0.077691382	0.659178436	1
ENSG00000009765	2.40548303	0.000325519	0.005235403	3.225947117	0.07913515	0.248269844	-1.864368165	1	1	0	1	1
ENSG00000120278	-0.522688651	0.332934491	0.742058552	-0.167360886	0.846791175	1	-0.033184961	0.911988216	1	-0.435068999	0.284340527	0.89451016
ENSG00000125384	0.212577415	0.372159841	0.793538223	1.304907593	4.60E-08	1.47E-06	1.688384134	0.005776987	0.082236411	2.990729188	0.019158667	0.172077553
ENSG00000180998	-0.599836617	0.136472181	0.446788785	-0.725822979	0.127693027	0.348726925	0.0194285	1	1	1.766481177	0.005564458	0.066798037
ENSG00000197930	-0.336898454	0.082408075	0.323105254	-0.645277405	0.001087112	0.008923588	-0.216697231	0.221746034	0.855353969	0.034012902	0.963522879	1
ENSG00000100519	-0.139004628	0.235117907	0.619870601	-1.338562952	1	1	-0.276301073	0.086093217	0.511851812	0.097312199	0.602319641	1
ENSG00000120254	-0.19854678	0.139013239	0.452476264	-0.317125887	0.01956404	0.087631952	-0.383076806	0.029783466	0.266551045	-0.283949094	0.106483095	0.532960471
ENSG00000100522	-0.381024935	0.010892169	0.081198645	-0.636636544	0.000339431	0.00344899	-0.076566477	0.697822149	1	-0.131973641	0.620065793	1
ENSG00000115919	2.121285181	8.65E-12	8.08E-10	0.614996438	0.594798659	0.935613	0	1	1	3.476345249	0.156943336	0.665684587
ENSG00000075884	-0.040132234	1	1	-0.018029131	1	1	-1.864368165	1	1	-1.238843625	0.254425691	0.868571005
ENSG00000121964	-0.096200723	0.597690944	0.992938905	-0.62519147	0.000356213	0.003594116	-0.195105016	0.373331085	1	-0.064657931	0.804999806	1
ENSG00000073712	-0.034870069	0.790031197	1	-0.431937805	0.005200431	0.031289446	0.089781991	0.646222873	1	0.156558929	0.301233336	0.922077188
ENSG00000100523	-0.225305004	0.097159244	0.359042913	-0.448661915	0.006398624	0.036647362	-0.270512644	0.316225899	0.98358013	-0.240413133	0.329678786	0.964807338
ENSG00000125378	2.027597405	0.000615632	0.008795638	-0.391950007	0.385932189	0.731987928	-1.621972692	0.240823519	0.887704167	-0.48554985	0.383058209	1
ENSG00000100060	-0.042025499	1	1	1.999830594	0.021092851	0.09272773	0	1	1	-1.282633292	0.198828311	0.75819029
ENSG00000121989	-0.018746056	0.928385782	1	-0.061324627	0.804774805	1	-0.237699242	0.207080198	0.825221312	-0.238969824	0.390350471	1
ENSG00000166897	-0.930036066	0.247522075	0.638464726	0.169055998	0.841218225	1	0.135083316	0.733277833	1	1.780360215	1	1
ENSG00000115947	0.036484543	0.765240479	1	-0.283674622	0.064752	0.214285812	-0.044104776	0.863806963	1	0.137495646	0.620763393	1
ENSG00000204406	0.168331713	0.329129566	0.736708782	-0.043500156	0.847365118	1	0.287567289	0.407379431	1	0.023282473	0.925334781	1
ENSG00000129534	0.173724706	0.44690701	0.87069428	-0.179943859	0.558119723	0.898556509	-0.193735448	0.705120803	1	-0.152754535	0.787742774	1
ENSG00000135999	0.242816159	0.140878238	0.45636025	0.386349906	0.048922317	0.173663357	0.446810788	0.049925862	0.367699322	-0.03820805	0.883782165	1
ENSG00000100055	1.360521002	0.117444981	0.405519957	-0.381636883	1	1	0.846083694	1	1	-0.6914835	1	1
ENSG00000278195	-1.253653556	1	1	0.4859788	0.537902717	0.878040302	0	1	1	0	1	1
ENSG00000168280	0.649348072	0.312783381	0.716981754	-0.046009336	0.939615037	1	0.847531854	0.075817704	0.474647932	1.787067748	0.012910073	0.129136315
ENSG00000100442	-0.166400086	0.222458551	0.601300366	-0.36927855	0.086165907	0.263842577	-0.306440794	0.075116268	0.473102605	0.139945609	0.442153241	1
ENSG00000185246	0.658510844	0.000667475	0.009420192	0.548746052	0.039593219	0.148230635	0.62509666	0.013914495	0.156511215	0.962680593	0.007168791	0.081263708
ENSG00000187123	0.06760703	0.801687795	1	-0.317962755	0.661826118	0.992279192	-1.864368165	1	1	2.431713176	0.000719061	0.012751039
ENSG00000100385	1.811372036	0.51639458	0.919476369	0	1	1	0	1	1	1.806959643	0.260607598	0.877802175
ENSG00000168288	-0.069984193	0.603364107	0.997184791	-0.04403738	0.775652287	1	0.076232702	0.663134082	1	0.033680927	0.846010358	1
ENSG00000123609	1.209258435	2.63E-05	0.000616807	0.601826616	0.008811673	0.047183564	1.169724632	6.63E-06	0.000261917	2.741628717	2.06E-09	1.28E-07
ENSG00000123610	5.372118011	2.84E-09	1.68E-07	1.916085185	3.84E-12	2.52E-10	2.784120797	4.09E-26	8.69E-24	1.075164329	2.81E-06	9.72E-05
ENSG00000187045	-1.277413748	1	1	0.28747978	1	1	0.675361067	0.762721149	1	1.084197303	1	1
ENSG00000080345	0.123411281	0.486124442	0.909881932	-0.097604796	0.707201752	1	0.058598783	0.798911687	1	-0.029306919	0.913090178	1
ENSG00000128311	-0.085559952	0.714317514	1	-0.089491149	0.806024658	1	-0.522285096	0.555005007	1	-0.253812417	0.433199584	1
ENSG00000179454	0.27169984	0.158002321	0.485808559	0.414726325	0.097437132	0.287101245	0.146159513	0.515646614	1	-0.118390697	0.723977739	1
ENSG00000185264	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000165379	1.109182447	0.062923576	0.270752299	0.825993311	0.580676491	0.920852258	0	1	1	0.859546693	0.218098082	0.800894408
ENSG00000115145	-0.269378107	0.041561506	0.206258134	-0.537379208	0.000389234	0.003874741	0.064130841	0.71248423	1	-0.208283468	0.328267199	0.962740273
ENSG00000100362	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000157827	0.278260237	0.153641	0.47684861	0.118167987	0.605058082	0.945888322	1.119517949	2.20E-06	9.51E-05	0.910539077	4.99E-05	0.001261421
ENSG00000196504	0.048114101	0.731462296	1	-0.193698839	0.22882041	0.524816884	-0.142364279	0.483846464	1	-0.103894788	0.635020338	1
ENSG00000100353	-0.074144062	0.522060357	0.925052538	0.052483229	0.752638557	1	-0.033843518	0.887761647	1	0.204762819	0.173112343	0.704089351
ENSG00000100350	-0.151037884	0.290078917	0.68724565	-0.354012373	0.020058063	0.089216149	-0.288604922	0.354340449	1	-0.496361487	0.077806997	0.444588078
ENSG00000100348	-0.201573458	0.063226181	0.271449599	-0.250137319	0.09397619	0.279437373	-0.136929439	0.513962854	1	-0.064458666	0.728876588	1
ENSG00000144278	-0.343647651	0.576982946	0.976707608	-0.830705078	0.140550112	0.373613123	-0.732581753	0.527003544	1	-0.349149657	0.332622592	0.968459578
ENSG00000162989	3.669632202	0.011951863	0.086763303	-1.357793311	1	1	0	1	1	1.79828947	1	1
ENSG00000153234	2.504326525	1.09E-10	8.56E-09	3.217777722	4.53E-05	0.000627639	0.407180359	0.168398494	0.734366345	0.174336107	0.565660777	1
ENSG00000100320	-0.002547271	0.981490004	1	-0.483809834	0.016340774	0.07595543	0.252878773	0.10822936	0.581698871	0.079462021	0.656411936	1
ENSG00000198125	-1.277413748	1	1	0.064459898	1	1	-1.864368165	1	1	0.215453955	1	1
ENSG00000100302	-0.988819126	0.328698795	0.736414208	0.458063583	0.468701753	0.826463984	0.0144045	1	1	-0.056094989	1	1
ENSG00000115159	0.193590035	0.374471572	0.796828914	-0.492182568	0.012415151	0.061537834	0.417280302	0.037651821	0.310895049	-0.372027518	0.033396521	0.254369583
ENSG00000115165	-0.036341827	1	1	2.100868189	0.52123086	0.862732457	0.457715786	0.810554637	1	5.054974787	1.59E-05	0.000459462
ENSG00000100297	-0.126942565	0.665874038	1	-0.222083936	0.218319434	0.507225292	-0.15880251	0.32679444	0.997680946	-0.227590013	0.684866313	1
ENSG00000100292	-0.382024941	0.133510728	0.440018128	-0.257698169	0.470443186	0.828305615	-0.552768325	0.357692102	1	0.139499921	0.591817628	1
ENSG00000100284	-0.032338682	0.876301968	1	-0.212315255	0.349299895	0.68267017	-0.190736545	0.347497333	1	-0.327193205	0.109885926	0.543464892
ENSG00000153237	0.206091693	0.735600364	1	-0.353480743	0.841710945	1	2.708732685	0.522452058	1	1.631599537	0.065048577	0.397223166
ENSG00000133424	-0.002649728	0.995716768	1	-0.443869419	0.180161816	0.442772397	-0.334323847	0.085447479	0.509219606	-0.093810592	0.581706819	1
ENSG00000144283	-0.002932408	0.987727087	1	-0.093138888	0.557443178	0.898003452	-0.072779975	0.758012438	1	0.136838929	0.43603669	1
ENSG00000100225	-0.123873219	0.261303012	0.656740903	-0.166251919	0.232446366	0.52986607	0.463689207	0.052928245	0.382033389	0.517859849	0.027620122	0.223755867
ENSG00000115183	0.57935608	0.002637064	0.027621179	0.114591775	0.417366757	0.768080164	0.007303062	0.97336528	1	-0.370740459	0.086271017	0.473540804
ENSG00000196151	-0.180235109	0.502209964	0.919476369	-0.233657332	0.248269052	0.553728288	0.459485275	0.135770663	0.667101584	-0.155802797	0.550373535	1
ENSG00000165105	1.783706672	3.35E-08	1.62E-06	0.86654029	0.546007184	0.886332076	1.934873372	1	1	3.707516942	0.156792794	0.665684587
ENSG00000172159	-0.414448501	0.29621327	0.696502427	0.942529898	0.529278732	0.870034109	-0.727505333	1	1	0.209266168	0.78323134	1
ENSG00000123636	1.040343279	1.53E-05	0.000380623	0.603721583	0.060905384	0.204299635	0.888840565	0.013841889	0.156011779	0.840889746	0.003284365	0.044367447
ENSG00000148057	0.019786497	0.966405264	1	0.638288245	0.038079672	0.143884622	0.478566423	0.233134477	0.875907511	1.422093258	5.22E-06	0.000166152
ENSG00000136536	0.046149322	0.742321277	1	0.026767811	0.86456832	1	0.669128041	0.014539695	0.161465969	0.391656716	0.179918853	0.717703471
ENSG00000135018	-0.314042551	0.005419484	0.047816693	-0.538056927	0.000251868	0.002676505	-0.093113436	0.567212321	1	-0.204944139	0.254842066	0.868947698
ENSG00000165113	0.37035497	0.559243468	0.960790582	0.069698997	0.870569738	1	0.087357223	0.729994822	1	0.283494336	0.224646462	0.814514628
ENSG00000173418	-0.43999062	0.000411412	0.00633748	-0.213535175	0.09469201	0.281045698	-0.073016839	0.665392365	1	0.616646965	0.003725777	0.048845593
ENSG00000165115	0.531224769	0.082021911	0.321719231	0.308502473	0.490108038	0.849819998	-0.005592287	1	1	-0.268638295	0.753233051	1
ENSG00000165118	-0.205090314	0.222352233	0.601281098	0.197720446	0.163272654	0.411895476	-0.07778602	0.613469373	1	-0.09931797	0.672829644	1
ENSG00000178966	-0.28582993	0.137430323	0.448806931	-0.313356968	0.129648528	0.352486447	0.306930518	0.044885066	0.345045064	0.094355957	0.68753449	1
ENSG00000197506	0.39051987	0.32709023	0.734325189	0	1	1	0	1	1	2.175401895	0.181038885	0.720186839
ENSG00000148053	-0.183995059	0.891669242	1	-0.177859687	0.723851305	1	2.62313027	0.000965672	0.020118942	-0.575037229	0.233468148	0.82953177
ENSG00000135049	-0.142908293	0.318462618	0.723852158	-0.425387129	0.05930913	0.200535511	-0.194145124	0.377876947	1	-0.306888394	0.090322552	0.485765346
ENSG00000135040	-0.160397127	0.151009882	0.470982539	-0.317656308	0.022564085	0.097582242	-0.152302983	0.302920328	0.965061773	-0.084561388	0.64831794	1
ENSG00000135052	-0.254834688	0.102302933	0.370782265	-0.566036629	0.037584383	0.14246535	0.498300626	0.796932157	1	-0.065958561	0.674681744	1
ENSG00000083223	0.117540524	0.492313912	0.916177264	0.215950366	0.318729812	0.641563824	0.577934279	0.009801872	0.121233677	1.428539466	8.95E-10	5.92E-08
ENSG00000196730	-0.280005263	0.670059567	1	-0.089318427	0.718833258	1	0.4044868	0.198313076	0.80336094	-0.178882759	0.446995112	1
ENSG00000100220	-0.26438168	0.019403097	0.121861593	-0.359190634	0.03147344	0.125174236	-0.246660998	0.147099555	0.696158678	-0.04929004	0.741585428	1
ENSG00000165140	-1.227215434	1	1	0.0634116	1	1	5.543584145	0.000926993	0.019555429	0	1	1
ENSG00000158169	-0.167503421	0.4915208	0.915219999	0.173694502	0.405346914	0.755433574	0.021421036	0.952729004	1	0.229768195	0.336627557	0.974839744
ENSG00000110851	0.030238529	0.796775723	1	0.059709324	0.682467307	1	0.493607965	0.004593888	0.068548268	-0.105226683	0.535288971	1
ENSG00000185920	-0.429449594	0.082954983	0.324345916	0.141313397	0.68396354	1	-0.390078747	0.1732684	0.747270188	-0.148982291	0.712715584	1
ENSG00000158122	-0.038147402	0.774321002	1	-0.563290112	0.006181509	0.035730844	-0.207351894	0.500292967	1	-0.535828655	0.038988682	0.283100213
ENSG00000130956	0.045388811	0.716018594	1	-0.446816338	0.00331288	0.021881641	-0.690016328	0.003521508	0.055932097	-0.152245537	0.419234557	1
ENSG00000165244	0.11550028	0.619688631	1	0.215054538	0.233725298	0.531803841	-0.090037818	0.580614654	1	-0.013234656	0.964197882	1
ENSG00000136045	-0.165419773	0.207443103	0.574668731	-0.152205484	0.361776305	0.699242771	0.023665447	0.908594287	1	-0.164585989	0.325973327	0.960410659
ENSG00000008405	0.023475087	0.903710934	1	0.094630457	0.593166888	0.934149363	-0.015516031	0.945773413	1	-0.147987556	0.535467164	1
ENSG00000120832	0.663152078	0.004529381	0.041680462	0.436480935	0.247704439	0.552869131	-0.153642822	0.875563041	1	0.045176566	0.911385189	1
ENSG00000151135	-0.556807638	0.020016462	0.124974099	-0.956551002	2.86E-06	5.94E-05	-0.573068679	0.002024624	0.036388294	-0.986614883	3.03E-05	0.000816962
ENSG00000111783	0	1	1	0	1	1	-0.908935348	0.451994612	1	1.780360215	1	1
ENSG00000013503	-0.316742464	0.01309317	0.092691924	-0.449510132	0.011002597	0.056169966	-0.281321738	0.053192055	0.383287952	-0.369580298	0.065858132	0.400482181
ENSG00000166046	-0.192120708	0.69808513	1	-0.391202587	0.389931178	0.736760565	-0.332509567	0.268991242	0.93626431	-0.493717864	0.109482246	0.542543852
ENSG00000136026	-0.186112071	0.096509377	0.357411231	-0.562814441	0.001762896	0.013227547	-0.446333893	0.011408722	0.135878814	-0.179367613	0.570299806	1
ENSG00000074590	-0.179589743	0.418272975	0.843481489	-0.643308617	0.029115155	0.117925673	0.612134501	0.002988861	0.049457111	-0.501711387	0.101692806	0.519582951
ENSG00000145996	-0.447648965	0.001501291	0.017850597	-0.223493012	0.265545638	0.578564982	0.083951077	0.669958703	1	0.530591749	0.089453754	0.484202077
ENSG00000112242	0.192923459	0.109622334	0.387682505	0.41458945	0.023058991	0.099207928	0.299478133	0.102211208	0.563955047	0.020279192	0.911183115	1
ENSG00000172197	-0.300848607	0.21931353	0.595577555	-0.605980086	0.003746955	0.024149781	-0.367410673	0.039123806	0.317805574	-0.319039685	0.551066449	1
ENSG00000137393	1.228331867	0.000179455	0.003222984	1.412226721	1.75E-06	3.85E-05	1.775752817	0.000146134	0.003992205	-1.459397713	0.00111511	0.018368101
ENSG00000165097	-0.080801355	0.61730593	1	-0.504862467	0.001854288	0.013783842	0.162099912	0.373651521	1	0.026778054	0.942377155	1
ENSG00000137364	-0.313509163	0.028322243	0.158209477	-0.569264332	0.128908789	0.350980738	-0.393177076	0.022079508	0.215689661	-0.371610502	0.225177517	0.815613042
ENSG00000187566	-0.401911101	0.150583126	0.470247069	0.584535821	0.034513614	0.134132926	-0.078071556	0.90045051	1	-0.783162469	0.085530631	0.470876716
ENSG00000136010	-0.119868938	0.517428918	0.920687163	-0.490112004	0.208314092	0.491174072	-0.312345527	0.301513452	0.964375311	-0.083161508	0.864851399	1
ENSG00000124523	-0.137018742	0.458489179	0.882747367	-0.047864811	0.813727283	1	0.114423057	0.685211316	1	-0.023973731	0.921024791	1
ENSG00000225921	-0.02455444	0.809750533	1	0.257439286	0.05990651	0.201670294	0.058934949	0.729640541	1	0.285906838	0.231565632	0.827698395
ENSG00000010017	-0.204542423	0.050093139	0.234092746	-0.409897792	0.00539496	0.032211479	0.054823062	0.713476348	1	-0.19317846	0.412479747	1
ENSG00000136052	1.037732017	0.000509059	0.007558004	0.676161173	0.024753599	0.104641317	-0.320440833	0.126285971	0.637022418	-0.544440714	0.004167041	0.053408759
ENSG00000050393	-0.036396312	0.791057173	1	-0.118036268	0.606077775	0.946727716	-0.046239176	0.888025752	1	0.097480872	0.698603094	1
ENSG00000180537	-0.588123209	0.297047888	0.697382922	-0.867617745	0.032409424	0.127953164	0.279231991	0.707795011	1	-1.432317769	0.287479342	0.899476209
ENSG00000008083	0.377777962	0.126299618	0.424851474	1.916054072	3.69E-09	1.44E-07	-0.321928115	0.415471396	1	0.777449668	0.010543075	0.11000767
ENSG00000047579	-0.051147607	0.740952081	1	-0.081574098	0.646836758	0.985429939	0.003835067	0.986773153	1	0.141546861	0.439852567	1
ENSG00000007944	1.061169482	9.73E-06	0.000255338	1.327664236	1.01E-12	7.14E-11	0.237933748	0.40371771	1	0.688122289	0.023549717	0.200201114
ENSG00000137198	0.939660511	0.040793392	0.203501602	-0.3792746	0.288364865	0.601664268	-0.529825114	0.175461368	0.752774459	-0.541976417	0.0885243	0.480724479
ENSG00000124788	0.372067983	0.112928779	0.395050214	-0.191829937	0.567802818	0.908158483	0.017782996	0.937893767	1	0.133951675	0.673049395	1
ENSG00000112183	0.109012619	0.853293275	1	0.267607162	0.439553005	0.794834024	3.271310418	0.283678088	0.937393487	-0.18035934	1	1
ENSG00000112186	-0.34845122	0.458372978	0.882609893	-0.405215819	0.317836206	0.640665952	0.542597826	0.735457059	1	-0.159334817	0.586790333	1
ENSG00000124789	0.1087358	0.467456111	0.891383503	0.234043638	0.115887976	0.325809386	0.404738283	0.015568347	0.169797779	-0.136639852	0.394568784	1
ENSG00000111845	0.078703646	0.505598256	0.919476369	0.397800327	0.009880636	0.051633984	0.113988289	0.479079099	1	0.262839528	0.168543367	0.693668561
ENSG00000145990	0.066938588	0.826300658	1	0.317759266	0.182519831	0.446892507	0.07845431	0.735507931	1	0.34923474	0.125427924	0.590300082
ENSG00000145979	-0.052390761	0.817729354	1	-0.037147107	0.877065255	1	-0.024512343	0.928169009	1	0.122077287	0.629453965	1
ENSG00000112137	1.014954391	0.000350433	0.005536673	-0.271634804	0.913167611	1	1.69260236	0.236285743	0.88023237	1.494848378	0.000618375	0.011193456
ENSG00000078401	3.31792852	6.16E-07	2.24E-05	3.122881353	1.77E-17	2.26E-15	2.166138664	0.000311578	0.00765329	0.494331966	0.236481234	0.836002628
ENSG00000095951	1.841655907	1.79E-11	1.57E-09	0.916351545	4.12E-05	0.000582058	1.397484732	1.15E-05	0.000433939	1.081556534	0.003084142	0.042159627
ENSG00000111859	1.024804135	0.020672921	0.127718153	1.303071068	0.00013262	0.001566745	3.082458138	6.66E-70	5.02E-67	-0.095362658	0.753902677	1
ENSG00000197977	0.634387764	0.277923517	0.670378198	-0.499675822	0.130059396	0.353177402	0.061969868	1	1	-0.164823283	1	1
ENSG00000171759	0	1	1	0	1	1	-1.85138632	1	1	0	1	1
ENSG00000017427	1.025242413	0.327728765	0.735134352	2.335452377	0.047938394	0.170930089	-1.117555543	0.161802067	0.721198789	-0.835431273	0.115886335	0.560644793
ENSG00000185480	-0.280770087	0.281130582	0.674623485	-0.596296835	0.011465608	0.057883476	-0.289618261	0.515458088	1	-0.645260176	0.400488419	1
ENSG00000183395	1.15995383	1	1	-1.364931127	1	1	-2.649147573	0.522452058	1	0	1	1
ENSG00000075188	-0.075086457	0.666398035	1	0.084839827	0.625597872	0.966788258	0.267772588	0.186439127	0.777125738	0.070800937	0.8107665	1
ENSG00000120860	-0.043704119	0.751845154	1	-0.131009642	0.413148061	0.763573506	-0.001827891	1	1	0.166327104	0.471077075	1
ENSG00000136048	0.574328699	0.008727457	0.068478385	0.328381881	0.344617229	0.676625362	-0.082338491	0.739463529	1	0.402776205	0.132929259	0.612396688
ENSG00000111670	-0.136743865	0.429002065	0.854102535	-0.525267535	0.006080735	0.035253797	-0.549351217	0.031750291	0.278340401	-0.256454075	0.124788444	0.58818382
ENSG00000124827	0	1	1	0	1	1	0.773067149	1	1	0	1	1
ENSG00000111666	-0.305985314	0.026991055	0.152371853	-0.679465361	0.000179423	0.002019045	-0.345144724	0.143656478	0.686404094	-0.494512291	0.085780101	0.471584824
ENSG00000111837	2.613106032	0.016267456	0.107623044	-0.280475103	0.588810012	0.930126654	1.171333997	0.180598181	0.763995328	1.79828947	1	1
ENSG00000137203	0.791324628	0.283050004	0.67743576	0.451095406	0.120998648	0.335829061	-0.083676595	0.855038708	1	1.649059544	0.002422552	0.03472909
ENSG00000124786	-0.324377254	0.008969103	0.06994966	-0.49708455	0.005656909	0.033433109	0.792526229	0.001026229	0.021098989	0.279256917	0.233870924	0.830117888
ENSG00000196091	0	1	1	0	1	1	-0.778820274	1	1	0.828061578	0.443796246	1
ENSG00000239264	-0.437151335	0.002140505	0.023579951	-0.569810728	0.000963697	0.0081493	-0.432448008	0.019805466	0.199745481	-0.371382916	0.032885253	0.252239971
ENSG00000153162	-0.476448888	0.188847951	0.543516885	-0.079158496	0.888706318	1	-0.118371621	0.859535043	1	-0.308069088	0.175623758	0.708778829
ENSG00000096696	-0.014185437	0.974673723	1	-0.288263466	0.747482538	1	-0.953898685	0.227684402	0.866153272	-0.243613719	0.855409526	1
ENSG00000059377	-0.235236744	0.308103935	0.71230506	3.369924798	0.001983592	0.014564349	1.306509757	0.510466922	1	-0.194005628	1	1
ENSG00000064393	0.22989936	0.112528133	0.394107011	-0.081022446	0.685508617	1	-0.152543909	0.500702396	1	1.103612575	0.000238993	0.004947068
ENSG00000124784	0.170343565	0.242900693	0.632661807	0.459078966	0.002820216	0.019271098	0.273172977	0.132201392	0.65605391	0.337716498	0.118656091	0.568880457
ENSG00000124783	-0.361104204	0.015053577	0.101907605	-0.629749441	0.006360397	0.036520226	-0.534216203	0.0044315	0.066701402	-0.556818186	0.001217564	0.019758011
ENSG00000124782	0.688367974	0.000239997	0.004111671	0.896901384	7.87E-05	0.001005452	-0.176552355	0.418528099	1	-0.26314114	0.270183242	0.890470891
ENSG00000112799	0	1	1	0	1	1	0	1	1	0.7169469	0.725885601	1
ENSG00000124491	-1.253653556	1	1	0.85123801	0.118882414	0.332064151	-0.392231063	0.462532865	1	-0.498677965	0.530918653	1
ENSG00000157703	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000112739	0.605485053	1.68E-06	5.38E-05	0.765173112	6.06E-06	0.000114533	-0.066931963	0.733528955	1	0.172415858	0.533666439	1
ENSG00000168994	0.286246552	0.128822618	0.430764294	-0.381866244	0.022124881	0.09608978	-0.238754667	0.370175358	1	-0.380564102	0.207789197	0.778663817
ENSG00000137266	1.006116588	8.57E-06	0.000227742	0.391466428	0.240663306	0.541523818	-0.13671858	0.809868665	1	0.007095068	0.985968242	1
ENSG00000137275	0.045712261	0.731588173	1	0.34803251	0.027314731	0.112513535	0.261402103	0.101315346	0.56085281	0.265829059	0.204217872	0.770451901
ENSG00000137265	1.239222957	0.06544995	0.277251109	3.784228812	1.31E-14	1.27E-12	2.037394468	0.413325946	1	3.706225514	0.180948184	0.720186839
ENSG00000122787	1.387097724	0.222590702	0.601404231	1.413520256	1	1	0.097558401	1	1	1.840774493	1	1
ENSG00000146955	-1.251976921	1	1	1.428549651	1	1	4.943690707	0.002462533	0.042611763	8.71687133	3.51E-06	0.000117314
ENSG00000133606	-0.253642295	0.148592089	0.468778916	-0.178231861	0.231474284	0.528733932	-0.121022381	0.493528519	1	-0.203561616	0.357582283	1
ENSG00000124535	-0.060270589	0.588070556	0.985804994	0.029538212	0.84858781	1	-0.243864485	0.139385064	0.67529607	-0.126225372	0.5097948	1
ENSG00000146966	-0.039156213	0.916105345	1	-0.187204081	0.79423465	1	0.141733895	0.432095562	1	-0.44612601	0.154068902	0.665684587
ENSG00000133597	-0.159604635	0.42352376	0.848733198	-0.401769827	0.033583846	0.131569411	0.147801946	0.553220626	1	0.074237222	0.775319092	1
ENSG00000157764	0.13722928	0.348771024	0.762989864	-0.210033595	0.237673796	0.537262824	0.320734399	0.174049054	0.749085605	-0.26354458	0.449554766	1
ENSG00000166401	0.132013051	0.348466354	0.762647294	0.168763524	0.596329036	0.93733678	-0.614693282	0.30654925	0.971665534	-0.633388962	0.202887911	0.767562048
ENSG00000006530	0.056877437	0.614644026	1	-0.15659705	0.372014518	0.713215178	0.031223603	0.887846533	1	0.183585615	0.43245239	1
ENSG00000206072	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000206075	0.81326146	0.603266701	0.997184791	0.792842957	0.416328764	0.76687782	-1.428538144	0.40410374	1	1.331517362	0.698923519	1
ENSG00000257093	0.184167217	0.391595097	0.81763529	-0.301135912	0.373815878	0.715460574	-0.583222819	0.092851696	0.535415947	-0.191171823	0.661463455	1
ENSG00000214102	0.521915718	1	1	1.431697875	1	1	0	1	1	0	1	1
ENSG00000106028	-0.019582171	0.85764549	1	0.153683101	0.208810533	0.491807056	-0.062908576	0.779635385	1	0.190091141	0.386585853	1
ENSG00000182158	-0.001068185	0.994700438	1	-0.265329823	0.069596392	0.225976109	-0.215772044	0.163845687	0.72552654	-0.618055023	0.000331684	0.006548283
ENSG00000119541	-0.329481457	0.022267533	0.133938986	-0.449720697	0.00272548	0.018740177	-0.27520719	0.069646694	0.451268454	-0.215024057	0.342935297	0.984123022
ENSG00000119537	-0.278231433	0.078534358	0.312267187	-0.481501865	0.00037073	0.003723175	-0.439217913	0.034189102	0.292905849	-0.525264686	0.006489666	0.075370112
ENSG00000171791	-0.494039594	0.01430352	0.098642262	-0.531629429	0.073714564	0.235860363	-0.087343768	0.918047603	1	-0.816070875	0.018289656	0.166823282
ENSG00000140832	2.068634649	0.004562053	0.041863793	0.437037846	0.255086172	0.563687657	1.869119591	1	1	0	1	1
